Stamp, PlayerId, Health, Location.X, Location.Y, Location.Z, Rotation.Pitch, Rotation.Yaw, Rotation.Roll, Velocity.X, Velocity.Y, Velocity.Z
20, 0, 10, -326, -1747, 265, -16, -178, 90, -175, -1, -200
40, 0, 10, -459, -1749, 105, 6, 177, 90, -367, -2, -263
60, 0, 10, -676, -1742, 38, 11, 175, 90, -450, 25, -91
80, 0, 10, -894, -1728, 81, 16, 176, 90, -422, 29, 183
100, 0, 10, -1172, -1709, 273, 19, 177, 90, -698, 45, 527
120, 0, 10, -1561, -1686, 555, 2, 176, 90, -800, 47, 568
140, 0, 10, -1965, -1661, 784, -15, 173, 90, -896, 63, 357
160, 0, 10, -2544, -1613, 901, -24, -12, -90, -1281, 108, 206
180, 0, 10, -2890, -1567, 974, 6, 9, -96, 1022, 148, 68
200, 0, 10, -2400, -1496, 1007, 10, 8, -96, 922, 134, 61
220, 0, 10, -1965, -1437, 1059, 30, 3, -98, 807, 91, 186
240, 0, 10, -1569, -1403, 1167, 7, -2, -98, 819, 40, -6
260, 0, 10, -1162, -1383, 1172, -5, 5, -98, 808, 40, 8
280, 0, 10, -761, -1363, 1172, -7, 10, -98, 794, 39, 6
300, 0, 10, -328, -1294, 1097, -13, 16, -101, 838, 185, -230
320, 0, 10, 61, -1230, 985, -35, 14, -101, 775, 41, -241
340, 0, 10, 155, -1004, 823, -74, 38, -121, 269, 170, -988
360, 0, 10, 270, -931, 399, -79, -94, 11, 215, 136, -792
380, 0, 10, 264, -1006, -42, -59, -127, 42, -107, -262, -891
400, 0, 10, 207, -1128, -118, -25, -160, 67, -98, -199, 554
420, 0, 10, 167, -1210, 76, 30, -178, 65, -70, -142, 337
440, 0, 10, 137, -1270, 220, 46, 170, 56, -52, -105, 249
460, 0, 10, 115, -1316, 327, 13, 178, 62, -39, -79, 187
480, 0, 10, 98, -1350, 409, 4, -179, 62, -30, -61, 144
500, 0, 10, 85, -1377, 473, 16, 169, 59, -24, -48, 114
520, 0, 10, 74, -1398, 524, 50, 28, -53, -19, -39, 93
540, 0, 10, 65, -1416, 567, 4, 8, -67, -16, -33, 79
560, 0, 10, 58, -1432, 603, -7, 7, -79, -14, -29, 69
580, 0, 10, 69, -1442, 588, 11, 24, -79, 145, 6, -206
600, 0, 10, 231, -1415, 428, 7, 23, -79, 500, 108, -392
620, 0, 10, 635, -1287, 292, 16, 27, -79, 1013, 353, -205
640, 0, 10, 968, -1168, 244, 27, 33, -76, 427, 165, 1
660, 0, 10, 1154, -1095, 244, 27, 33, -76, 321, 124, 0
680, 0, 10, 1292, -1042, 244, 27, 33, -76, 238, 92, 0
700, 0, 10, 1395, -1002, 244, 27, 33, -76, 180, 70, 0
720, 0, 10, 1278, -972, 244, 27, 33, -76, -257, 52, 0
740, 0, 10, 1168, -950, 244, 27, 33, -76, -194, 39, 0
760, 0, 10, 1083, -932, 244, 27, 33, -76, -150, 31, 0
780, 0, 10, 1016, -919, 244, 27, 33, -76, -119, 24, 0
800, 0, 10, 962, -908, 244, 27, 33, -76, -98, 20, 0
820, 0, 10, 918, -899, 244, 27, 33, -76, -83, 17, 0
840, 0, 10, 879, -891, 244, 27, 33, -76, -73, 15, 0
860, 0, 10, 844, -884, 244, 27, 33, -76, -66, 13, 0
880, 0, 10, 813, -877, 244, 27, 33, -76, -61, 12, 0
900, 0, 10, 784, -871, 244, 27, 33, -76, -57, 12, 0
920, 0, 10, 756, -866, 245, 27, 33, -76, -55, 11, 0
940, 0, 10, 729, -860, 245, 27, 33, -76, -53, 11, 0
960, 0, 10, 703, -855, 245, 27, 33, -76, -52, 11, 0
980, 0, 10, 677, -850, 245, 27, 33, -76, -51, 10, 0
1000, 0, 10, 652, -844, 245, 27, 33, -76, -50, 10, 0
1020, 0, 10, 627, -839, 245, 27, 33, -76, -50, 10, 0
