Stamp, PlayerId, Health, Location.X, Location.Y, Location.Z, Rotation.Pitch, Rotation.Yaw, Rotation.Roll, Velocity.X, Velocity.Y, Velocity.Z
20, 0, 10, 2247, 3755, 888, -10, 108, 20, -203, 189, -67
40, 0, 10, 2285, 3753, 884, 23, 9, 6, 285, -159, 80
60, 0, 10, 2358, 3659, 906, -26, -150, 6, -144, -95, -61
80, 0, 10, 2225, 3541, 832, -12, -84, -14, -198, -376, -161
100, 0, 10, 2260, 3316, 828, -13, -86, -14, 61, -436, -8
120, 0, 10, 2233, 3214, 828, -3, 153, 17, -152, 13, -6
140, 0, 10, 2026, 3218, 870, -6, -178, 14, -513, -17, 94
160, 0, 10, 1801, 3209, 879, -8, -174, 14, -442, -25, -21
180, 0, 10, 1583, 3187, 849, -19, -179, 14, -428, -50, -100
200, 0, 10, 1348, 3224, 791, -10, 150, 22, -508, 208, -111
220, 0, 10, 1132, 3271, 745, -11, 156, 23, -330, -12, -71
240, 0, 10, 982, 3272, 739, 23, 134, 14, -291, -4, 74
260, 0, 10, 796, 3252, 747, -11, -166, 20, -601, -164, -118
280, 0, 10, 547, 3186, 698, -11, -166, 20, -440, -111, -87
300, 0, 10, 328, 3125, 656, -8, -152, 17, -429, -153, -79
320, 0, 10, 92, 3004, 616, -8, -149, 17, -604, -372, -95
340, 0, 10, -190, 2831, 572, -8, -149, 17, -519, -319, -82
360, 0, 10, -433, 2659, 532, -7, -104, 11, -394, -421, -80
380, 0, 10, -580, 2421, 495, -5, -115, 11, -234, -502, -62
400, 0, 10, -671, 2156, 472, -3, -121, 11, -15, -589, -43
420, 0, 10, -620, 1812, 423, -11, -78, 6, 183, -739, -142
440, 0, 10, -433, 1479, 384, -4, -56, 3, 435, -633, -55
460, 0, 10, -233, 1183, 358, -2, -70, 3, 373, -589, -48
480, 0, 10, -169, 880, 347, 1, -111, 3, -6, -597, 8
500, 0, 10, -172, 588, 355, 1, -115, 3, -8, -575, 15
520, 0, 10, -172, 305, 362, 1, -115, 3, -5, -557, 13
540, 0, 10, -334, 121, 377, 6, -176, 0, -741, -399, 87
560, 0, 10, -656, 33, 412, 6, 177, -3, -611, -76, 65
580, 0, 10, -1003, -14, 476, 14, -158, 3, -695, -120, 150
600, 0, 10, -1317, -98, 548, 9, -153, 3, -579, -243, 133
620, 0, 10, -1568, -266, 571, -19, -147, 6, -488, -334, -83
640, 0, 10, -1816, -422, 530, -18, -158, 8, -518, -297, 1
660, 0, 10, -2084, -542, 528, 1, 176, 11, -557, -169, 3
680, 0, 10, -2367, -554, 527, 10, 135, 6, -552, 107, 1
700, 0, 10, -2592, -412, 527, 7, 117, 3, -306, 435, -0
720, 0, 10, -2676, -170, 527, 1, 117, 3, -137, 479, -2
740, 0, 10, -2803, 68, 452, -16, 123, 3, -398, 612, -193
760, 0, 10, -2964, 313, 371, -11, 147, -3, -312, 440, -150
780, 0, 10, -3173, 454, 320, -4, -156, -8, -472, 108, -71
800, 0, 10, -3403, 426, 293, -4, -148, -8, -502, -201, -53
820, 0, 10, -3613, 255, 273, -5, -145, -8, 8, -508, -24
840, 0, 10, -3842, 115, 259, -4, -149, -8, -745, -450, -68
860, 0, 10, -4154, 1, 227, -7, 138, -3, -527, 59, -76
880, 0, 10, -4384, 94, 191, -15, 145, -3, -404, 245, -77
900, 0, 10, -4622, 216, 130, -23, 156, -6, -584, -36, 0
920, 0, 10, -4628, 309, -75, -8, -178, -14, 0, 198, 0
940, 0, 10, -4658, 342, -74, -5, -175, -14, -596, -48, 22
960, 0, 10, -4921, 321, -71, -5, -175, -14, -343, -27, -15
980, 0, 10, -5058, 312, -72, 48, 167, -20, -290, 1, -6
1000, 0, 10, -5282, 362, 175, 42, 169, -20, -508, 121, -240
1020, 0, 10, -5534, 416, 173, 20, 170, -17, -475, 91, 112
1040, 0, 10, -5759, 467, 213, -16, 144, -14, -438, 139, 15
1060, 0, 10, -5954, 642, 161, -16, 77, 6, -175, 508, -162
1080, 0, 10, -5900, 979, 200, -9, 59, 11, 205, 640, 74
1100, 0, 10, -5720, 1206, 235, 10, 3, 8, 474, 288, 86
1120, 0, 10, -5471, 1293, 311, 14, 1, 8, 471, 115, 308
1140, 0, 10, -5229, 1312, 429, 2, -11, 6, 556, -84, -11
1160, 0, 10, -4918, 1256, 460, -11, -11, 6, 778, -155, 197
1180, 0, 10, -4588, 1211, 478, -20, 22, -6, 610, 0, -76
1200, 0, 10, -4294, 1342, 383, -19, 33, -8, 571, 383, -239
1220, 0, 10, -4032, 1515, 275, -18, 33, -8, 509, 333, -206
1240, 0, 10, -3779, 1679, 177, -18, 33, -8, 504, 325, -184
1260, 0, 10, -3520, 1845, 129, -18, 32, -8, 529, 338, -19
1280, 0, 10, -3261, 2029, 286, 47, 38, -8, 470, 376, 648
1300, 0, 10, -3067, 2213, 466, -6, 62, 3, 358, 431, -123
1320, 0, 10, -2898, 2471, 390, -13, 56, 3, 355, 618, -198
1340, 0, 10, -2722, 2744, 307, -10, 47, 6, 369, 497, -139
1360, 0, 10, -2524, 2978, 245, -14, 38, 8, 440, 434, -1
1380, 0, 10, -2371, 3139, 141, 3, -1, 14, -15, 383, -466
1400, 0, 10, -2317, 3235, 178, 13, -7, 14, 738, -84, 171
1420, 0, 10, -2026, 3201, 247, 30, -11, 11, 393, -51, 115
1440, 0, 10, -1784, 3158, 448, 42, -9, 11, 511, -94, 478
1460, 0, 10, -1545, 3121, 648, 14, 8, 20, 490, -36, 322
