Stamp, PlayerId, Health, Location.X, Location.Y, Location.Z, Rotation.Pitch, Rotation.Yaw, Rotation.Roll, Velocity.X, Velocity.Y, Velocity.Z
20, 0, 10, 1572, -95, 1310, 0, -90, 0, 0, -0, 0
40, 0, 10, 1573, -116, 1309, -0, -90, 0, 2, -212, -1
60, 0, 10, 1564, -321, 1310, 0, -94, 0, -27, -461, 2
80, 0, 10, 1549, -552, 1311, 1, -95, 31, -33, -461, 4
100, 0, 10, 1497, -775, 1322, 6, -129, 84, -183, -422, 35
120, 0, 10, 1353, -947, 1332, -7, -180, 115, -391, -235, -19
140, 0, 10, 1131, -991, 1330, 8, 168, 172, -461, 13, 22
160, 0, 10, 904, -971, 1355, 11, 175, -169, -455, 45, 70
180, 0, 10, 675, -960, 1384, 5, -179, -169, -460, 8, 49
200, 0, 10, 445, -959, 1404, 4, -180, -169, -461, -1, 35
200, 1, 10, -3665, -961, 502, 0, -0, 0, 0, -0, 0
200, 2, 10, 3725, -1400, 507, 0, 180, 0, 0, -0, 0
200, 3, 10, 2472, 1150, 1098, 0, -180, 0, 0, -0, 0
200, 4, 10, -76, -2545, 144, 90, 90, 0, 0, -0, 0
200, 5, 10, -76, 614, 144, 90, -90, 0, 0, -0, 0
200, 6, 10, -1696, -1152, 497, 0, -90, 0, 0, -0, 0
200, 7, 10, -85, -958, 130, 0, -45, 0, 0, -0, 0
220, 0, 10, 214, -960, 1421, 4, -179, -169, -461, -3, 33
220, 1, 10, -3665, -961, 502, 0, 0, 0, 0, -0, 0
220, 2, 10, 3691, -1399, 503, -13, 176, -0, -263, 12, -40
220, 3, 10, 2444, 1150, 1098, 1, -176, 0, -240, -9, 2
220, 4, 10, -76, -2545, 144, 89, 143, 53, 0, -0, 0
220, 5, 10, -76, 614, 178, 90, -90, 0, -0, 0, 268
220, 6, 10, -1696, -1152, 497, 5, -55, 0, 0, -0, 0
220, 7, 10, -85, -958, 130, -7, 1, -0, 0, -0, 0
240, 0, 10, -16, -962, 1438, 4, -179, -169, -461, -4, 33
240, 1, 10, -3665, -961, 502, 0, 0, 0, 0, -0, 0
240, 2, 10, 3488, -1387, 464, 0, 171, -0, -398, 25, -81
240, 3, 10, 2288, 1141, 1098, -8, -172, -0, -334, -23, -7
240, 4, 10, -76, -2545, 144, 78, 79, -11, 0, -0, 0
240, 5, 10, -76, 613, 393, 56, -153, -62, -4, -8, 447
240, 6, 10, -1697, -1248, 507, 2, -93, -0, -4, -385, 43
240, 7, 10, -85, -958, 130, 0, -45, 0, 0, -0, 0
260, 0, 10, -247, -964, 1454, 4, -179, -169, -461, -4, 33
260, 1, 10, -3665, -961, 502, 0, 0, 0, 0, -0, 0
260, 2, 10, 3271, -1336, 486, 32, 146, -8, -401, 166, 154
260, 3, 10, 2074, 1090, 1068, -17, -164, -0, -430, -136, -101
260, 4, 10, 42, -2533, 281, 39, 2, -84, 672, 21, 540
260, 5, 10, -80, 609, 585, -7, -163, -67, -62, -24, 300
260, 6, 10, -1699, -1413, 525, -4, -95, 0, -3, -284, 31
260, 7, 10, -15, -1053, 120, -7, -34, -3, 237, -329, -39
280, 0, 10, -477, -966, 1471, 4, -179, -169, -461, -4, 34
280, 1, 10, -3665, -961, 502, 0, 0, 0, 0, -0, 0
280, 2, 10, 3089, -1234, 583, 30, 140, -11, -338, 229, 216
280, 3, 10, 1856, 1030, 1019, -10, -166, 0, -439, -110, -93
280, 4, 10, 379, -2521, 550, 38, 2, -84, 676, 29, 534
280, 5, 10, -229, 561, 678, -5, -166, -67, -430, -129, 102
280, 6, 10, -1700, -1535, 539, -20, -146, 14, -2, -213, 24
280, 7, 10, 61, -1042, 119, -5, -4, -6, 127, 314, 27
300, 0, 10, -707, -968, 1474, 5, -179, -169, -418, -4, 1
300, 1, 10, -3665, -961, 502, 0, 0, 0, 0, -0, 0
300, 2, 10, 2929, -1107, 692, 27, 136, -11, -308, 270, 215
300, 3, 10, 1635, 976, 982, -5, -168, 0, -446, -107, -59
300, 4, 10, 686, -2429, 741, 2, 56, -65, 518, 303, 252
300, 5, 10, -444, 492, 659, -31, -149, -76, -410, -153, -145
300, 6, 10, -1806, -1652, 522, -6, -179, 20, -396, -196, -59
300, 7, 10, 122, -841, 138, 3, -7, -6, 265, 314, 39
320, 0, 10, -873, -969, 1474, 5, -179, -169, -239, -2, -1
320, 1, 10, -3665, -961, 502, 0, 0, 0, 0, -0, 0
320, 2, 10, 2779, -965, 794, 15, 128, -14, -293, 309, 179
320, 3, 10, 1411, 925, 956, -11, -168, -0, -447, -98, -63
320, 4, 10, 912, -2228, 815, -0, 62, -65, 394, 462, 76
320, 5, 10, -627, 307, 635, 22, -88, -84, -421, -618, 68
320, 6, 10, -2023, -1616, 526, -6, 165, 20, -691, 179, -73
320, 7, 10, 331, -875, 156, 2, -13, -8, 449, -104, 28
340, 0, 10, -938, -970, 1474, 3, -179, -169, -86, -1, -0
340, 1, 10, -3665, -961, 502, 0, 0, 0, 0, -0, 0
340, 2, 10, 2638, -795, 860, 8, 125, -17, -273, 360, 98
340, 3, 10, 1189, 875, 918, -11, -167, 0, -443, -102, -83
340, 4, 10, 1042, -1972, 871, 8, 95, -59, 137, 543, 121
340, 5, 10, -709, 77, 678, 19, -53, -70, 76, -325, 103
340, 6, 10, -2354, -1568, 478, -10, -175, 17, -586, -79, -140
340, 7, 10, 546, -874, 174, -2, -39, -6, 406, 182, 55
360, 0, 10, -995, -1038, 1475, 5, -99, -163, -220, -311, 4
360, 1, 10, -3665, -961, 502, 0, 0, 0, 0, -0, 0
360, 2, 10, 2503, -610, 901, 5, 125, -17, -289, 402, 80
360, 3, 10, 967, 824, 876, -9, -168, 0, -444, -100, -79
360, 4, 10, 1068, -1698, 920, -4, 98, -56, -8, 547, 63
360, 5, 10, -599, -93, 760, 31, 5, -45, 329, -236, 209
360, 6, 10, -2616, -1640, 428, 8, 105, 11, -499, -120, 8
360, 7, 10, 722, -835, 198, -5, -60, -6, 304, -55, 41
380, 0, 10, -1168, -1073, 1474, -8, 21, -172, -435, 23, -7
380, 1, 10, -3665, -961, 502, 0, 0, 0, 0, -0, 0
380, 2, 10, 2299, -323, 953, 3, 140, -31, -501, 687, 114
380, 3, 10, 744, 775, 839, -9, -168, 0, -446, -96, -73
380, 4, 10, 1048, -1430, 930, -1, 98, -56, -58, 523, 2
380, 5, 10, -406, -177, 845, 14, 2, -48, 419, -176, 63
380, 6, 10, -2834, -1747, 426, -1, 156, 14, -554, -67, 1
380, 7, 10, 857, -929, 207, -6, -83, -3, 240, -387, -12
400, 0, 10, -1276, -955, 1464, 7, 9, -174, 42, 310, -5
400, 1, 10, -3665, -961, 502, 0, 0, 0, 0, -0, 0
400, 2, 10, 1929, 56, 1017, 2, -177, -53, -673, 513, 97
400, 3, 6, 519, 740, 802, -9, -168, 0, -451, -68, -73
400, 4, 10, 1009, -1179, 925, -2, 106, -56, -101, 474, -18
400, 5, 10, -185, -213, 892, 16, 7, -45, 448, -6, 113
400, 6, 10, -3104, -1741, 425, 6, 117, 14, -521, 46, 4
400, 7, 10, 947, -1122, 197, -6, -92, -3, 154, -342, -18
420, 0, 10, -1169, -972, 1473, 9, 5, -174, 410, -120, 2
420, 1, 6, -3667, -957, 502, 0, 0, 0, -30, 51, 6
420, 2, 10, 1607, 169, 1036, -6, -159, -53, -655, 47, -5
