Stamp, PlayerId, Health, Location.X, Location.Y, Location.Z, Rotation.Pitch, Rotation.Yaw, Rotation.Roll, Velocity.X, Velocity.Y, Velocity.Z
20, 0, 10, -4817, -3592, -364, -7, -24, 0, 0, -0, 0
40, 0, 10, -4817, -3592, -364, -7, -24, -0, 0, -0, 0
60, 0, 10, -4817, -3592, -364, 3, 60, -8, 0, -0, 0
80, 0, 10, -4783, -3571, -363, 8, 103, -0, -5, 198, 26
100, 0, 10, -4770, -3502, -351, -2, -160, 0, 183, -122, 21
120, 0, 10, -4752, -3517, -326, 50, 114, -65, -83, 208, 129
140, 0, 10, -4767, -3398, -360, -2, 92, -79, -8, 343, -178
160, 0, 10, -4799, -3201, -324, 0, 94, -79, -96, 392, 222
180, 0, 10, -4811, -2988, -243, -35, 51, -62, 38, 451, 88
200, 0, 10, -4737, -2781, -187, -17, -9, -42, 232, 353, 142
220, 0, 10, -4544, -2688, -151, -39, 38, -59, 412, 184, 69
240, 0, 10, -4350, -2579, -176, -17, -4, -37, 419, 141, -127
260, 0, 10, -4131, -2564, -238, 4, -3, -34, 444, 6, -74
280, 0, 10, -3910, -2545, -199, 35, -4, -37, 425, 10, 178
300, 0, 10, -3708, -2548, -87, 35, -3, -34, 390, -14, 248
320, 0, 10, -3509, -2546, 30, 16, 7, -31, 425, 31, 200
340, 0, 10, -3189, -2516, 154, 10, 8, -31, 839, 88, 284
360, 0, 10, -2700, -2454, 287, 4, 10, -28, 1043, 122, 299
380, 0, 10, -2157, -2435, 534, -4, 11, -28, 1256, 7, 613
400, 0, 10, -1639, -2369, 640, -30, -11, -22, 890, 250, -132
420, 0, 10, -1225, -2188, 611, -10, 11, -31, 761, 453, 17
440, 0, 10, -882, -1930, 652, -12, 80, -48, 564, 594, 130
460, 0, 10, -723, -1614, 631, -14, 125, -65, 139, 657, -167
480, 0, 10, -693, -1348, 483, -73, 15, 39, 182, 329, -381
500, 0, 10, -625, -1185, 302, -1, 94, -20, 101, 384, -255
520, 0, 10, -588, -968, 242, 5, 83, -22, 104, 445, -56
540, 0, 10, -593, -645, 283, 8, 91, -20, -113, 641, 133
560, 0, 10, -696, -369, 364, 1, 62, -22, -213, 533, 173
580, 0, 10, -722, -122, 479, 54, 92, -8, 138, 424, 269
600, 0, 10, -667, 79, 591, 5, 95, -6, -44, 423, 171
620, 0, 10, -680, 303, 642, 3, 91, -6, -10, 458, 62
640, 0, 10, -683, 533, 666, 4, 91, -6, -6, 460, 43
660, 0, 10, -678, 762, 685, 4, 91, -6, 67, 455, 30
680, 0, 10, -657, 991, 700, 1, 60, -8, 72, 454, 24
700, 0, 10, -581, 1208, 709, 1, 58, -8, 201, 416, 14
720, 0, 10, -462, 1404, 710, -23, 21, -3, 308, 334, -43
740, 0, 10, -236, 1557, 609, -19, 43, -11, 562, 319, -310
760, 0, 10, -9, 1744, 493, -15, 41, -11, 334, 455, -164
780, 0, 10, 187, 1945, 447, 9, 27, -11, 432, 354, -7
800, 0, 10, 378, 2131, 453, -41, 17, -8, 300, 421, -23
820, 0, 10, 516, 2306, 377, -13, 13, -8, 335, 249, -191
840, 0, 10, 702, 2372, 273, -44, -0, -3, 370, -12, -271
860, 0, 10, 915, 2383, 213, -26, 2, -8, 450, 30, -97
880, 0, 10, 1141, 2392, 145, -2, -43, 0, 563, 15, -187
900, 0, 10, 1343, 2360, 98, 24, -95, -6, 163, -120, 5
920, 0, 10, 1280, 2246, 132, 28, -86, -3, -224, -366, 143
940, 0, 10, 1306, 2225, 200, 19, -80, -0, 147, -28, 157
960, 0, 10, 1386, 2092, 271, -5, -79, -0, 155, -426, 77
980, 0, 10, 1463, 1875, 278, -6, -53, -6, 201, -415, -25
1000, 0, 10, 1581, 1679, 260, -5, -51, -6, 166, -423, -39
1020, 0, 10, 1710, 1531, 218, 48, -178, -34, 201, -51, -158
1040, 0, 10, 1842, 1450, 162, -18, 134, -62, 291, -316, 41
1060, 0, 10, 1954, 1330, 181, 50, -165, -31, 235, -139, -110
1080, 0, 10, 2058, 1228, 131, 33, -98, 25, -125, -274, 91
1100, 0, 10, 1939, 1074, 227, 14, -106, 22, -218, -355, 195
1120, 0, 10, 1912, 858, 284, 24, -123, 17, 34, -455, 71
1140, 0, 10, 1923, 631, 325, 29, -145, 6, -9, -451, 101
1160, 0, 10, 1910, 407, 377, 19, 163, -17, -36, -448, 105
1180, 0, 10, 1962, 187, 400, 6, 137, -22, 163, -431, 24
1200, 0, 10, 1901, 24, 451, 6, 132, -22, -350, -214, 160
1220, 0, 10, 1690, 6, 490, -9, -178, -31, -433, 122, -63
1240, 0, 10, 1481, 93, 449, 24, -161, -25, -418, 188, -53
1260, 0, 10, 1261, 141, 458, -11, 162, -28, -439, 102, 11
