Stamp, PlayerId, Health, Location.X, Location.Y, Location.Z, Rotation.Pitch, Rotation.Yaw, Rotation.Roll, Velocity.X, Velocity.Y, Velocity.Z
20, 0, 10, -678, 3195, 798, 0, 0, 0, 0, -0, 0
20, 1, 10, -6300, 800, 250, 0, 0, 0, 0, -0, 0
20, 2, 10, 4200, 900, 350, -1, -176, -0, 0, -0, 0
20, 3, 10, -303, -1747, 290, -58, 158, 110, 0, -0, 0
20, 4, 10, 2289, 3739, 899, -9, -143, 3, -120, -92, -25
20, 5, 10, -4089, -928, -175, 0, 0, 0, 0, -0, 0
20, 6, 10, -3917, 2202, 220, 0, -60, 0, 0, -0, 0
40, 0, 10, -678, 3195, 798, 0, 0, 0, 0, -0, 0
40, 1, 10, -6300, 800, 250, 0, 0, 0, 0, -0, 0
40, 2, 10, 4200, 900, 350, -4, -135, -8, 0, -0, 0
40, 3, 10, -333, -1743, 279, 10, 176, 96, -234, 29, -102
40, 4, 10, 2227, 3637, 863, -14, -78, -20, 2, -293, -100
40, 5, 10, -4089, -928, -175, 0, -70, 0, 0, -0, 0
40, 6, 10, -3917, 2202, 220, 0, -60, 0, 0, -0, 0
60, 0, 10, -678, 3195, 798, 0, 0, 0, 0, -0, 0
60, 1, 10, -6300, 800, 250, 0, 0, 0, 0, -0, 0
60, 2, 10, 4176, 888, 344, -15, -140, -8, -201, -117, -53
60, 3, 10, -527, -1706, 237, 83, 11, -62, -426, 108, 103
60, 4, 10, 2264, 3425, 834, -12, -103, -11, 146, -578, 61
60, 5, 10, -4089, -928, -175, -7, -36, -3, 0, -0, 0
60, 6, 10, -3915, 2181, 222, 4, -94, -3, 14, -210, 20
80, 0, 10, -678, 3195, 798, 0, 0, 0, 0, -0, 0
80, 1, 10, -6274, 803, 252, 20, 38, 0, 218, 53, 32
80, 2, 10, 4022, 751, 276, -34, -121, -8, -328, -392, -251
80, 3, 10, -663, -1650, 370, 72, 18, -79, 123, 103, 419
80, 4, 10, 2257, 3201, 829, -16, -175, 6, -166, -280, -10
80, 5, 10, -4093, -967, -179, 4, -6, -3, 67, -193, -13
80, 6, 10, -4002, 2019, 232, 1, -165, -6, -356, -288, 14
100, 0, 10, -678, 3195, 798, 0, 0, 0, 0, -0, 0
100, 1, 10, -6097, 912, 250, -51, 33, -0, 433, 311, -206
100, 2, 10, 3816, 490, 283, -4, -130, -3, -459, -577, 197
100, 3, 10, -585, -1625, 584, 42, 27, -79, 205, 40, 409
100, 4, 10, 2005, 3187, 880, -6, -180, 8, -463, 4, 38
100, 5, 10, -4029, -921, -184, -2, 52, 0, 213, 319, -14
100, 6, 10, -4196, 1898, 239, 8, -129, -3, -428, -169, 20
120, 0, 10, -678, 3195, 798, 0, 0, 0, 0, -0, 0
120, 1, 10, -5891, 1055, 207, 53, 35, 0, 483, 347, 601
120, 2, 10, 3617, 240, 367, 1, -133, -3, -389, -484, 139
120, 3, 10, -415, -1625, 701, 15, 21, -82, 451, 3, 33
120, 4, 10, 1783, 3189, 885, -1, -179, 8, -443, 2, -4
120, 5, 10, -3887, -828, -189, 1, -4, 0, 295, 3, -3
120, 6, 10, -4366, 1759, 258, 2, -51, 3, -159, -395, 38
140, 0, 6, -692, 3195, 797, 0, 0, 0, -59, 1, -2
140, 1, 10, -5669, 1204, 454, 23, 16, -0, 512, 284, -175
