Stamp, PlayerId, Health, Location.X, Location.Y, Location.Z, Rotation.Pitch, Rotation.Yaw, Rotation.Roll, Velocity.X, Velocity.Y, Velocity.Z
20, 0, 10, 1940, -3849, -389, -0, -1, -0, 296, -2, -0
40, 0, 10, 2159, -3853, -390, -0, 11, 0, 462, -5, -2
60, 0, 10, 2402, -3768, -434, -18, 81, -20, 369, 368, -169
80, 0, 10, 2466, -3505, -460, -9, 99, 42, -144, 773, 211
100, 0, 10, 2484, -3227, -355, 6, 19, -3, 251, -32, 182
120, 0, 10, 2628, -3228, -319, -9, 6, -53, 298, 6, -6
140, 0, 10, 2779, -3227, -328, -18, 36, -59, 302, 4, -38
160, 0, 10, 2828, -3125, -340, -23, 68, -65, -8, 401, -26
180, 0, 10, 3050, -2976, -437, -22, 9, -34, 492, 169, -206
200, 0, 10, 3276, -2920, -461, -12, 11, -25, 650, 125, 177
200, 1, 10, -7271, 449, 250, 0, 0, -0, 0, -0, 0
220, 0, 10, 3554, -2854, -382, 16, 42, -20, 480, 162, 146
220, 1, 10, -7271, 449, 250, -1, -5, 0, 0, -0, 0
240, 0, 10, 3585, -2624, -345, 1, 94, -6, -40, 536, 44
240, 1, 10, -7268, 449, 250, -4, -2, 0, 62, -3, -4
260, 0, 10, 3534, -2380, -295, 26, -145, 37, 37, 484, -37
260, 1, 10, -7027, 455, 246, -0, 2, -0, 707, 24, -5
280, 0, 10, 3304, -2326, -192, 18, 142, 0, -569, 207, 380
280, 1, 10, -6705, 465, 240, -17, -7, -0, 578, 2, -40
300, 0, 10, 3115, -2169, -147, -16, 119, -17, -266, 367, -92
300, 1, 10, -6435, 428, 165, -17, -13, 3, 515, -107, -194
320, 0, 10, 3025, -1972, -219, -26, 128, -20, -203, 378, -171
320, 1, 10, -6170, 368, 129, -6, -14, 3, 533, -126, -12
340, 0, 10, 2901, -1804, -316, -24, 149, -31, -298, 290, -200
340, 1, 10, -5832, 299, 189, -5, -11, 3, 654, -126, 100
360, 0, 10, 2695, -1692, -421, -22, -169, -25, -510, 91, -213
360, 1, 10, -5527, 241, 203, -8, -9, -14, 601, -110, -16
380, 0, 10, 2387, -1759, -423, 36, -170, 31, -709, -257, 232
380, 1, 10, -5232, 185, 180, -10, -15, -14, 578, -124, -69
400, 0, 10, 2102, -1813, -274, 45, 153, 6, -497, 16, 359
400, 1, 10, -4948, 132, 134, -17, 20, -17, 574, -39, -118
420, 0, 10, 1905, -1763, -62, 73, 105, -34, -277, 147, 480
420, 1, 10, -4602, 219, 185, -15, 19, -17, 674, 240, 80
440, 0, 10, 1852, -1679, 173, 19, 154, 3, -157, 196, 396
440, 1, 10, -4289, 308, 175, -15, -5, -6, 631, 66, -89
460, 0, 10, 1687, -1588, 292, 4, 160, 6, -405, 169, 141
460, 1, 10, -3980, 279, 130, -12, -33, 3, 606, -169, -40
480, 0, 10, 1488, -1483, 342, 7, 150, 6, -390, 235, 79
480, 1, 10, -3687, 113, 157, -7, -30, 3, 732, -433, 228
500, 0, 10, 1284, -1382, 381, 15, 169, 8, -425, 156, 89
500, 1, 10, -3389, -81, 213, -9, -5, -0, 599, -281, 34
520, 0, 10, 1067, -1326, 436, 18, 169, 8, -437, 87, 125
520, 1, 10, -3080, -123, 180, -15, 11, -3, 612, 55, -129
540, 0, 10, 835, -1227, 529, 13, 112, -11, -382, 361, 196
540, 1, 10, -2776, -80, 130, -9, 3, -3, 619, 90, -6
560, 0, 10, 728, -1004, 598, 3, 85, -17, 56, 481, 88
560, 1, 10, -2428, -80, 168, -4, -9, 0, 819, -120, 199
