Remaining Ammo
7
4
16
16
10
17
15
4
11
13
13
7
3
7
0
4
17
0
6
11
2
6
11
7
2
3
2
8
8
9
16
2
7
7
11
1
7
17
15
19
12
12
3
0
12
9
16
16
3
16
