Stamp, PlayerId, Health, Location.X, Location.Y, Location.Z, Rotation.Pitch, Rotation.Yaw, Rotation.Roll, Velocity.X, Velocity.Y, Velocity.Z
20, 0, 10, -70, -198, 131, 6, 97, -0, 111, 165, 11
40, 0, 10, -26, -102, 138, 6, 100, -0, 76, 170, 13
60, 0, 10, -20, 91, 149, 2, 99, 0, -31, 461, 20
80, 0, 10, -41, 307, 158, 1, 103, 0, -38, 381, 15
100, 0, 10, -57, 341, 165, 3, 102, -0, -29, -117, 12
120, 0, 10, -70, 288, 170, 3, 102, -0, -24, -97, 10
140, 0, 10, -81, 244, 174, 3, 102, -0, -21, -82, 8
160, 0, 10, -91, 205, 178, 3, 102, -0, -18, -72, 7
180, 0, 10, -132, 266, 266, 49, 109, 48, -180, 407, 428
200, 0, 10, -221, 343, 476, 61, 68, -0, -167, -151, 398
220, 0, 10, -198, 278, 648, 62, 66, -0, 50, -112, 295
240, 0, 10, -176, 229, 775, 63, 66, -0, 37, -84, 220
260, 0, 10, -160, 193, 870, 81, 70, -0, 28, -64, 167
280, 0, 10, -148, 165, 943, 40, 143, 65, 22, -50, 131
300, 0, 10, -138, 143, 1002, 21, 170, 42, 18, -40, 105
320, 0, 10, -130, 126, 1049, -4, 171, 0, 15, 13, 87
340, 0, 10, -122, 145, 1087, -10, 176, -0, 23, 124, 59
360, 0, 10, -112, 201, 1114, -12, 177, -0, 19, 100, 48
380, 0, 10, -103, 246, 1135, -15, -173, -3, 16, 83, 40
400, 0, 10, -127, 196, 1127, -19, -179, 0, -233, -120, -100
420, 0, 10, -325, 195, 1072, -1, -162, -0, -431, 139, -83
440, 0, 10, -521, 309, 1056, 13, -113, 8, -418, 166, 24
460, 0, 10, -831, 372, 1120, 10, -90, 17, -568, -38, 151
480, 0, 10, -1014, 235, 1184, -5, -78, 28, -148, -394, 58
500, 0, 10, -974, 31, 1153, -8, -81, 28, 145, -427, -100
520, 0, 10, -935, -193, 1123, 2, -97, -8, 9, -461, -20
540, 0, 10, -947, -423, 1114, -7, -98, -53, -45, -459, -33
560, 0, 10, -982, -695, 1086, -7, -98, -53, -101, -704, -83
580, 0, 10, -1049, -1016, 1042, -10, -113, -51, -171, -580, -94
600, 0, 10, -1138, -1298, 1007, -15, -126, -48, -214, -534, -78
620, 0, 10, -1279, -1533, 942, -24, -144, -51, -332, -411, -170
640, 0, 10, -1465, -1707, 923, -12, -179, -98, -395, -236, 122
660, 0, 10, -1681, -1729, 949, -35, 162, -146, -427, 153, 34
680, 0, 10, -1701, -1548, 1010, -44, 169, 157, -47, -90, -36
700, 0, 10, -1820, -1570, 902, -41, -176, 143, -340, -20, -312
720, 0, 10, -1995, -1582, 750, -37, -175, 143, -355, -26, -295
740, 0, 10, -2161, -1550, 600, 1, -167, 138, -398, 21, -220
760, 0, 10, -2381, -1574, 550, 6, -134, 146, -431, -123, -10
780, 0, 10, -2531, -1724, 599, -0, -141, 146, -261, -362, 114
800, 0, 10, -2779, -1841, 595, -3, -166, 146, -684, -207, -55
820, 0, 10, -3088, -1944, 581, 17, -127, 152, -538, -266, 30
840, 0, 10, -3285, -2124, 636, 6, 16, -152, -163, -414, 188
860, 0, 10, -3287, -2327, 738, -5, 89, -157, 116, -398, 197
880, 0, 10, -3176, -2507, 825, -4, 94, -157, 281, -331, 158
900, 0, 10, -3023, -2661, 904, -7, 99, -160, 325, -289, 156
920, 0, 10, -2840, -2767, 984, -10, 102, -160, 419, -77, 169
940, 0, 10, -2626, -2757, 1065, 3, 36, -152, 431, 59, 155
960, 0, 10, -2372, -2703, 1128, 8, 13, -155, 685, 181, 103
980, 0, 10, -2052, -2619, 1174, 4, 17, -155, 589, 157, 72
1000, 0, 10, -1766, -2523, 1198, 0, 30, -155, 549, 231, 30
1020, 0, 10, -1502, -2395, 1205, -7, 35, -155, 508, 280, -9
1040, 0, 10, -1261, -2244, 1186, -9, 40, -155, 460, 319, -58
1060, 0, 10, -1041, -2081, 1146, -15, 37, -155, 427, 323, -105
1080, 0, 10, -810, -1918, 1095, -5, 33, -155, 613, 392, -67
1100, 0, 10, -522, -1733, 1063, -5, 33, -155, 529, 338, -58
1120, 0, 10, -260, -1566, 1035, -5, 33, -155, 516, 330, -56
1140, 0, 10, -6, -1403, 1007, -5, 33, -155, 504, 322, -55
1160, 0, 10, 243, -1245, 980, -5, 33, -155, 491, 314, -54
1180, 0, 10, 485, -1090, 953, -5, 33, -155, 478, 306, -52
1200, 0, 10, 721, -939, 928, -5, 33, -155, 466, 298, -51
1220, 0, 10, 950, -793, 903, -5, 33, -155, 449, 287, -49
1240, 0, 10, 1168, -653, 879, -5, 33, -155, 424, 271, -46
1260, 0, 10, 1246, -528, 857, -5, 33, -155, -140, 223, -38
1280, 0, 10, 1185, -431, 841, -5, 33, -155, -105, 168, -29
1300, 0, 10, 1139, -358, 828, -5, 33, -155, -81, 130, -22
1320, 0, 10, 1103, -300, 818, -5, 33, -155, -65, 103, -18
1340, 0, 10, 1074, -254, 810, -5, 33, -155, -53, 85, -14
1360, 0, 10, 1050, -215, 804, -6, 31, -152, -45, 72, -12
1380, 0, 10, 1134, -213, 827, 10, -5, -157, 616, -119, 169
1400, 0, 10, 1437, -256, 902, 6, -5, -157, 563, 34, 76
1420, 0, 10, 1686, -198, 899, 5, -24, -160, 463, 138, -47
1440, 0, 10, 1910, -159, 869, 3, -78, -166, 451, -48, -65
1460, 0, 10, 2112, -255, 838, 1, -109, -169, 336, -308, -58
1480, 0, 10, 2241, -438, 794, -31, -66, 174, 204, -384, -154
1500, 0, 10, 2044, -532, 782, -29, -88, -174, 254, -237, -52
1520, 0, 10, 2139, -715, 706, -30, -66, 174, 149, -390, -198
1540, 0, 10, 2219, -906, 605, 2, -74, 177, 156, -406, -151
1560, 0, 10, 2282, -1125, 581, 10, -73, 177, 105, -449, 19
1580, 0, 10, 2374, -1332, 604, 6, -101, 174, 253, -382, 61
1600, 0, 10, 2413, -1530, 640, 3, -176, 169, -173, -330, 68
1620, 0, 10, 2231, -1629, 665, 5, -170, 169, -448, -69, 28
1640, 0, 10, 2024, -1634, 738, 46, -31, -98, -311, -22, 324
1660, 0, 10, 2066, -1724, 988, 78, -128, 166, -146, -247, 567
1680, 0, 10, 1975, -1727, 1252, -24, 154, 107, -238, 72, 366
1700, 0, 10, 1824, -1663, 1272, -6, 170, 101, -430, 154, -62
1720, 0, 10, 1625, -1566, 1286, 9, 71, 62, -270, 324, 101
1740, 0, 10, 1566, -1353, 1321, 7, 76, 39, -17, 458, 51
1760, 0, 10, 1560, -1123, 1328, -9, 105, -6, -56, 457, -31
1780, 0, 10, 1547, -893, 1315, 2, 86, -8, 2, 462, -5
1800, 0, 10, 1554, -663, 1309, -15, 84, -8, -18, 455, -39
1820, 0, 10, 1497, -445, 1274, -54, 2, 42, -196, 401, -115
1840, 0, 10, 1440, -262, 1208, -49, 13, 25, 94, 328, -115
1860, 0, 10, 1579, -186, 1108, -36, -12, -6, 389, -71, -238
1880, 0, 10, 1771, -222, 986, -31, 5, -67, 396, -28, -236
1900, 0, 10, 1972, -226, 880, -25, -34, -82, 425, -26, -62
1920, 0, 10, 2137, -237, 989, -17, -94, -82, 244, -66, 382
1940, 0, 10, 2217, -316, 1035, -31, -93, -82, 112, -315, -216
1960, 0, 10, 2238, -507, 912, -29, -99, -79, -14, -394, -240
1980, 0, 10, 2215, -707, 799, -29, -101, -76, -70, -400, -221
2000, 0, 10, 2182, -990, 644, -29, -105, -76, -74, -595, -326
2020, 0, 10, 2117, -1273, 569, -4, -178, -48, -228, -524, 6
2040, 0, 10, 1929, -1410, 549, -1, -157, -48, -428, -83, -140
2060, 0, 10, 1719, -1423, 454, 7, -137, -45, -415, -28, -201
2080, 0, 10, 1509, -1478, 454, 6, -145, -48, -408, -201, 82
2100, 0, 10, 1298, -1626, 482, 3, -125, -45, -507, -507, 18
2120, 0, 10, 1090, -1882, 512, 2, -121, -45, -265, -521, 139
2140, 0, 10, 922, -2105, 546, -10, 126, 3, -437, -246, -4
2160, 0, 10, 705, -2087, 525, -3, 143, 48, -417, 190, -53
2180, 0, 10, 513, -2046, 509, 30, 111, 42, -342, -82, -24
2200, 0, 10, 552, -2071, 553, 15, 79, 28, 255, -74, 163
2220, 0, 10, 564, -2094, 599, 12, 118, 3, -100, -269, 26
2240, 0, 10, 557, -2168, 607, 8, 114, -0, 188, 39, 5
2260, 0, 10, 704, -2122, 610, 6, 117, -0, 272, 88, 4
2280, 0, 10, 718, -2032, 616, 0, 138, -0, -57, -111, 14
2300, 0, 10, 718, -2047, 620, -0, 132, 0, 66, 60, -0
2320, 0, 10, 749, -2028, 620, -4, 145, -0, 58, -21, -0
2340, 0, 10, 777, -2038, 620, -4, 150, 0, 55, -20, -0
2360, 0, 10, 751, -2027, 617, -5, 152, 0, -93, -22, -9
2380, 0, 10, 708, -2037, 613, -5, 152, 0, -79, -19, -7
2400, 0, 10, 671, -2046, 609, -1, 132, 0, -70, -17, -7
2420, 0, 10, 638, -2054, 606, 7, 99, -0, -63, -15, -6
2440, 0, 10, 604, -2034, 612, 7, 101, -0, -69, -69, 19
2460, 0, 10, 573, -2065, 621, -0, 123, -0, -59, -59, 16
2480, 0, 10, 545, -2093, 628, -3, 132, -0, -51, -51, 14
2500, 0, 10, 521, -2117, 635, -2, 130, -0, -46, -46, 13
2520, 0, 10, 502, -2038, 642, 3, 82, -0, -5, 409, 24
2540, 0, 10, 522, -1818, 654, 3, 65, -3, -26, 400, 22
2560, 0, 10, 511, -1647, 664, 2, -4, -6, -19, 294, 16
2580, 0, 10, 518, -1551, 670, 2, -7, -6, -55, 96, 12
2600, 0, 10, 493, -1509, 676, -10, 179, -8, -20, 2, 9
2620, 0, 10, 466, -1617, 694, 1, -172, -8, -239, -251, 40
2640, 0, 10, 166, -1678, 705, 4, -177, -8, -703, -65, 16
2660, 0, 10, -151, -1701, 719, 4, -177, -8, -604, -39, 36
2680, 0, 10, -433, -1765, 745, 5, -179, -8, -503, -249, 72
2700, 0, 10, -661, -1917, 786, 4, 175, -11, -429, -325, 90
2720, 0, 10, -875, -2068, 831, 3, 154, -11, -444, -253, 89
2740, 0, 10, -1101, -2155, 873, 2, 136, -11, -445, -99, 78
2760, 0, 10, -1301, -2240, 915, -11, 104, -8, -271, -322, 94
2780, 0, 10, -1394, -2443, 964, -6, 77, -3, -143, -427, 79
2800, 0, 10, -1472, -2496, 976, -5, 148, -11, -278, 160, -21
2820, 0, 10, -1678, -2417, 966, 1, 179, -11, -453, 89, -8
2840, 0, 10, -1901, -2414, 969, 1, 179, -11, -398, -100, 27
2860, 0, 10, -2071, -2457, 981, 1, 179, -11, -293, -74, 20
2880, 0, 10, -2197, -2489, 989, 1, 179, -11, -219, -55, 15
2900, 0, 10, -2292, -2513, 996, 1, 179, -11, -167, -42, 11
2920, 0, 10, -2366, -2531, 1001, -27, 139, -6, -131, -33, 9
2940, 0, 10, -2424, -2546, 1005, -28, 139, -6, -106, -27, 7
2960, 0, 10, -2473, -2558, 1008, -28, 139, -6, -89, -22, 6
2980, 0, 10, -2514, -2569, 1011, -28, 139, -6, -76, -19, 5
