Stamp, PlayerId, Health, Location.X, Location.Y, Location.Z, Rotation.Pitch, Rotation.Yaw, Rotation.Roll, Velocity.X, Velocity.Y, Velocity.Z
20, 0, 10, 3725, -1412, 507, -0, 1, 0, 0, -0, 0
40, 0, 10, 3725, -1407, 507, 0, -180, -0, -0, 94, 0
60, 0, 10, 3723, -1232, 507, 3, -167, 0, -26, 461, 0
80, 0, 10, 3712, -1030, 507, 3, -167, 0, -20, 348, 0
100, 0, 10, 3714, -1005, 507, -14, -174, -0, 35, -294, 0
120, 0, 10, 3739, -1218, 507, -13, -172, -0, 51, -416, 0
140, 0, 10, 3725, -1297, 503, -11, 176, 3, -177, 151, -28
160, 0, 10, 3556, -1184, 477, -8, 175, 3, -427, 162, -63
180, 0, 10, 3341, -1171, 444, -9, -161, -0, -405, -180, -69
200, 0, 10, 3189, -1335, 427, 3, -139, -3, -295, -355, -6
220, 0, 10, 3023, -1496, 430, 2, -145, -3, -356, -295, 13
240, 0, 10, 2838, -1633, 438, 1, -148, -3, -388, -241, 13
260, 0, 10, 2617, -1689, 437, -3, -170, -3, -453, -89, -11
280, 0, 10, 2405, -1770, 432, 6, 179, -3, -384, -250, 4
300, 0, 10, 2070, -1729, 478, 6, -179, -3, -506, 241, 88
320, 0, 10, 1857, -1691, 545, 35, 6, -155, 32, 37, 271
340, 0, 10, 1971, -1639, 575, 44, 18, -146, 642, 178, -32
360, 0, 10, 2191, -1575, 621, 46, 37, -132, 296, 106, 193
380, 0, 10, 2207, -1522, 607, -18, 146, -104, -177, 143, -197
400, 0, 10, 2057, -1326, 518, -4, 103, -98, -347, 617, -125
420, 0, 10, 1864, -1228, 454, -3, 102, -98, -519, 56, -166
440, 0, 10, 1690, -1228, 444, 34, 43, -113, -90, -15, 103
460, 0, 10, 1649, -1285, 632, -10, -168, 67, -247, -108, 195
480, 0, 10, 1455, -1363, 697, -9, -155, 68, -424, -173, 50
500, 0, 10, 1443, -1468, 693, -58, -102, 45, 20, -204, -20
520, 0, 10, 1452, -1557, 685, -60, -108, 51, 16, -157, -15
540, 0, 10, 1458, -1627, 678, -60, -108, 51, 12, -125, -12
560, 0, 10, 1464, -1683, 672, -60, -108, 51, 10, -102, -10
580, 0, 10, 1469, -1730, 668, -60, -108, 51, 9, -86, -8
600, 0, 10, 1472, -1770, 664, -60, -108, 51, 7, -75, -7
620, 0, 10, 1476, -1805, 660, -60, -108, 51, 7, -67, -7
640, 0, 10, 1479, -1837, 657, -60, -108, 51, 6, -62, -6
660, 0, 10, 1482, -1867, 654, -60, -108, 51, 6, -58, -6
680, 0, 10, 1485, -1895, 651, -60, -108, 51, 5, -56, -5
700, 0, 10, 1488, -1923, 649, -60, -108, 51, 5, -54, -5
720, 0, 10, 1490, -1949, 646, -60, -108, 51, 5, -52, -5
740, 0, 10, 1493, -1975, 644, -60, -108, 51, 5, -52, -5
760, 0, 10, 1495, -2001, 641, -60, -108, 51, 5, -51, -5
780, 0, 10, 1498, -2026, 639, -60, -108, 51, 5, -51, -5
800, 0, 10, 1500, -2051, 636, -60, -108, 51, 5, -50, -5
820, 0, 10, 1503, -2073, 634, -60, -108, 51, 5, 20, -5
840, 0, 10, 1505, -2063, 631, -60, -108, 51, 5, 20, -5
860, 0, 10, 1508, -2053, 629, -60, -108, 51, 5, 20, -5
880, 0, 10, 1510, -2043, 626, -60, -108, 51, 5, 20, -5
900, 0, 10, 1513, -2033, 624, -60, -108, 51, 5, 20, -5
920, 0, 10, 1515, -2023, 621, -60, -108, 51, 5, 20, -5
940, 0, 10, 1518, -2013, 619, -60, -108, 51, 5, 20, -5
960, 0, 10, 1520, -2003, 617, -60, -108, 51, 5, 20, -5
980, 0, 10, 1523, -1993, 614, -60, -108, 51, 5, 20, -5
1000, 0, 10, 1525, -1983, 612, -60, -108, 51, 5, 20, -5
1020, 0, 10, 1527, -1973, 609, -60, -108, 51, 5, 20, -5
1040, 0, 10, 1530, -1963, 607, -60, -108, 51, 5, 20, -5
1060, 0, 10, 1532, -1953, 604, -60, -108, 51, 5, 20, -5
1080, 0, 10, 1535, -1943, 602, -60, -108, 51, 5, 20, -5
1100, 0, 10, 1537, -1933, 599, -60, -108, 51, 5, 20, -5
1120, 0, 10, 1540, -1923, 597, -60, -108, 51, 5, 20, -5
1140, 0, 10, 1542, -1913, 594, -60, -108, 51, 5, 20, -5
1160, 0, 10, 1545, -1903, 592, -60, -108, 51, 5, 20, -5
1180, 0, 10, 1547, -1893, 590, -60, -108, 51, 5, 20, -5
1200, 0, 10, 1550, -1883, 587, -60, -108, 51, 5, 20, -5
1220, 0, 10, 1552, -1873, 585, -60, -108, 51, 5, 20, -5
1240, 0, 10, 1555, -1863, 582, -60, -108, 51, 5, 20, -5
1260, 0, 10, 1557, -1853, 580, -60, -108, 51, 5, 20, -5
1280, 0, 10, 1560, -1843, 577, -60, -108, 51, 5, 20, -5
1300, 0, 10, 1562, -1833, 575, -60, -108, 51, 5, 20, -5
1320, 0, 10, 1565, -1823, 572, -60, -108, 51, 5, 20, -5
1340, 0, 10, 1567, -1813, 570, -60, -108, 51, 5, 20, -5
1360, 0, 10, 1569, -1803, 568, -60, -108, 51, 5, 20, -5
1380, 0, 10, 1572, -1793, 565, -60, -108, 51, 5, 20, -5
1400, 0, 10, 1574, -1783, 563, -60, -108, 51, 5, 20, -5
1420, 0, 10, 1577, -1773, 560, -60, -108, 51, 5, 20, -5
1440, 0, 10, 1579, -1763, 558, -60, -108, 51, 5, 20, -5
1460, 0, 10, 1582, -1753, 555, -60, -108, 51, 5, 20, -5
1480, 0, 10, 1584, -1743, 553, -60, -108, 51, 5, 20, -5
1500, 0, 10, 1587, -1733, 550, -60, -108, 51, 5, 20, -5
1520, 0, 10, 1589, -1723, 548, -60, -108, 51, 5, 20, -5
1540, 0, 10, 1592, -1713, 545, -60, -108, 51, 5, 20, -5
1560, 0, 10, 1594, -1703, 543, -60, -108, 51, 5, 20, -5
1580, 0, 10, 1597, -1693, 541, -60, -108, 51, 5, 20, -5
1600, 0, 10, 1599, -1683, 538, -60, -108, 51, 5, 20, -5
1620, 0, 10, 1602, -1673, 536, -60, -108, 51, 5, 20, -5
1640, 0, 10, 1604, -1663, 533, -60, -108, 51, 5, 20, -5
1660, 0, 10, 1607, -1653, 531, -60, -108, 51, 5, 20, -5
1680, 0, 10, 1609, -1643, 528, -60, -108, 51, 5, 20, -5
1700, 0, 10, 1611, -1633, 526, -60, -108, 51, 5, 20, -5
1720, 0, 10, 1614, -1623, 523, -60, -108, 51, 5, 20, -5
1740, 0, 10, 1616, -1613, 521, -60, -108, 51, 5, 20, -5
1760, 0, 10, 1619, -1603, 518, -60, -108, 51, 5, 20, -5
1780, 0, 10, 1621, -1593, 516, -60, -108, 51, 5, 20, -5
1800, 0, 10, 1624, -1583, 514, -60, -108, 51, 5, 20, -5
1820, 0, 10, 1626, -1573, 511, -60, -108, 51, 5, 20, -5
1840, 0, 10, 1629, -1563, 509, -60, -108, 51, 5, 20, -5
1860, 0, 10, 1631, -1553, 506, -60, -108, 51, 5, 20, -5
1880, 0, 10, 1634, -1543, 504, -60, -108, 51, 5, 20, -5
1900, 0, 10, 1636, -1533, 501, -60, -108, 51, 5, 20, -5
1920, 0, 10, 1639, -1523, 499, -60, -108, 51, 5, 20, -5
1940, 0, 10, 1641, -1513, 496, -60, -108, 51, 5, 20, -5
1960, 0, 10, 1644, -1503, 494, -60, -108, 51, 5, 20, -5
1980, 0, 10, 1646, -1493, 491, 29, 25, -56, 5, 20, -5
2000, 0, 10, 1649, -1483, 489, -17, 158, 62, 5, 20, -5
2020, 0, 10, 1651, -1473, 487, 50, 112, 37, 5, 20, -5
2040, 0, 10, 1653, -1463, 484, 19, 17, -37, 5, 20, -5
2060, 0, 10, 1747, -1424, 503, -3, 28, -37, 410, 170, 59
2080, 0, 10, 1954, -1323, 510, -1, 42, -37, 399, 233, -9
2100, 0, 10, 2111, -1162, 524, 20, 91, -28, 198, 403, 88
2120, 0, 10, 2097, -859, 625, 15, 97, -28, -87, 645, 220
2140, 0, 10, 2062, -561, 714, 11, 91, -28, -47, 585, 150
2160, 0, 10, 1948, -371, 763, 8, -149, 0, -593, -10, 104
2180, 0, 10, 1673, -374, 798, 5, 168, 3, -517, 6, 43
2200, 0, 10, 1451, -296, 822, 2, 131, -3, -371, 271, 40
2220, 0, 10, 1257, -179, 825, -16, -163, -8, -441, 108, -46
2240, 0, 10, 1006, -243, 729, -25, -154, -11, -576, -301, -308
2260, 0, 10, 756, -351, 635, -23, -162, -6, -858, -283, -389
2280, 0, 10, 409, -440, 485, -3, 152, 6, -570, 40, -209
2300, 0, 10, 189, -306, 426, 1, 151, 6, -317, 394, -45
2320, 0, 10, -15, -245, 458, -15, -140, -6, -608, -434, 200
2340, 0, 10, -227, -464, 496, -6, -118, -11, -309, -468, 19
2360, 0, 10, -398, -685, 479, -19, -140, -8, -392, -398, -117
2380, 0, 10, -621, -847, 430, 3, 143, 3, -522, -208, -30
2400, 0, 10, -913, -741, 480, 20, 171, 11, -555, -50, 13
2420, 0, 10, -1172, -794, 506, -8, -89, 17, -426, -257, 28
2440, 0, 10, -1285, -988, 501, 25, -178, -6, -168, -415, 11
2460, 0, 10, -1256, -939, 460, -28, 81, -37, 239, 429, -9
2480, 0, 10, -1247, -653, 477, 10, 130, -42, -182, 652, 168
2500, 0, 10, -1455, -472, 555, -12, 157, -34, -732, 68, 163
2520, 0, 10, -1791, -433, 601, -3, 177, -37, -628, 92, 22
2540, 0, 10, -2023, -485, 615, 18, -97, -25, 28, -297, 66
2560, 0, 10, -2053, -766, 672, -9, -94, -25, -69, -574, 79
2580, 0, 10, -2089, -772, 658, -18, 165, 11, -231, 27, -110
2600, 0, 10, -2254, -679, 603, -19, 171, 8, -403, 187, -123
2620, 0, 10, -2427, -722, 537, 4, -108, -25, -224, -312, -76
2640, 0, 10, -2401, -941, 488, -24, -80, -17, 237, -489, -187
2660, 0, 10, -2324, -1205, 429, -47, -94, -8, 122, -551, -13
2680, 0, 10, -2302, -1477, 438, -1, -110, -8, -27, -534, 30
2700, 0, 10, -2415, -1677, 446, 9, 174, -6, -714, 91, 112
2720, 0, 10, -2761, -1646, 500, 4, -172, -3, -623, -64, 93
