Stamp, PlayerId, Health, Location.X, Location.Y, Location.Z, Rotation.Pitch, Rotation.Yaw, Rotation.Roll, Velocity.X, Velocity.Y, Velocity.Z
20, 0, 10, -1648, -1164, 502, -3, 18, 22, 344, 83, -4
20, 1, 10, 3694, -1375, 510, 18, -166, 3, -225, 129, 41
40, 0, 10, -1627, -1116, 496, -12, 115, 11, -18, 190, -29
40, 1, 10, 3532, -1372, 554, 11, -160, 3, -170, -161, 55
60, 0, 10, -1631, -971, 465, -9, 103, 14, -167, 614, -97
60, 1, 10, 3423, -1536, 568, -4, -179, 3, -284, -364, -2
80, 0, 10, -1702, -699, 428, -5, 103, 14, -109, 441, -50
80, 1, 10, 3255, -1691, 551, -7, 161, 6, -378, -259, -57
100, 0, 10, -1760, -483, 427, -3, 47, 22, -53, 376, 2
100, 1, 10, 3126, -1703, 535, -0, 163, 6, -48, 208, 6
120, 0, 10, -1689, -386, 427, -2, 15, 22, 284, 133, 1
120, 1, 10, 3216, -1709, 531, 7, 164, 6, 293, -229, -34
140, 0, 10, -1543, -359, 427, 6, -48, 20, 301, -56, -1
140, 1, 10, 3349, -1885, 504, 7, 163, 6, 120, -420, -57
160, 0, 10, -1429, -450, 426, 5, -74, 17, 159, -259, -1
160, 1, 10, 3274, -2069, 486, 4, 152, 3, -229, -153, -8
180, 0, 10, -1361, -586, 426, 4, -43, 20, 100, -286, 1
180, 1, 10, 3214, -1991, 493, 3, 147, 3, 31, 352, 24
200, 0, 10, -1193, -762, 482, 5, -22, 20, 348, -368, 145
200, 1, 10, 3324, -1812, 503, 4, 147, 3, 377, 202, 5
220, 0, 10, -1051, -930, 548, -10, 25, 20, 341, -260, 103
220, 1, 10, 3545, -1815, 499, 0, 149, 3, 441, -134, -11
240, 0, 10, -836, -953, 557, -20, 39, 17, 438, 119, -60
240, 1, 10, 3692, -1962, 492, -2, 151, 3, 94, -437, -21
260, 0, 10, -632, -829, 494, -23, 51, 14, 385, 371, -182
260, 1, 10, 3638, -2075, 481, -4, 152, 3, -125, 106, -12
280, 0, 10, -449, -628, 430, -11, 43, 17, 383, 421, 4
280, 1, 10, 3552, -1908, 475, -4, 152, 3, -171, 429, -9
300, 0, 10, -284, -402, 428, -4, 24, 17, 270, 484, 3
300, 1, 10, 3497, -1687, 473, -4, 152, 3, 20, 458, 7
320, 0, 10, -142, -170, 427, -3, -1, 20, 318, 428, 1
320, 1, 10, 3556, -1465, 481, -8, 152, 3, 167, 425, 19
340, 0, 10, 50, -25, 427, 1, -40, 20, 415, -0, 0
340, 1, 10, 3583, -1410, 485, -13, 167, 0, -65, -261, -0
360, 0, 10, 219, -22, 427, 0, -39, 20, 312, 16, -2
360, 1, 10, 3547, -1560, 485, -8, 171, -0, -63, -263, -0
380, 0, 10, 424, -126, 473, -8, 8, 14, 472, -232, 106
380, 1, 10, 3531, -1620, 485, -7, 171, 0, 28, 181, 0
400, 0, 10, 662, -123, 466, 0, -43, 17, 455, 47, -61
400, 1, 10, 3561, -1424, 485, -5, 172, 0, 69, 457, 0
420, 0, 10, 822, -205, 434, 8, -60, 17, -9, -309, -25
420, 1, 10, 3565, -1207, 492, 28, 167, -3, -167, 370, 74
440, 0, 10, 844, -331, 437, -1, 8, 22, 295, 27, -1
440, 1, 10, 3417, -1066, 580, 35, 163, -3, -346, 200, 230
460, 0, 10, 1018, -341, 449, 4, 26, 22, 622, -167, 18
460, 1, 10, 3248, -966, 700, 27, 163, -6, -337, 213, 232
480, 0, 10, 1275, -329, 504, 69, 20, 17, 0, 9, 223
480, 1, 10, 3057, -882, 798, 7, 166, -3, -414, 140, 149
500, 0, 10, 1275, -328, 649, 70, 20, 17, 0, 7, 310
500, 1, 10, 2845, -821, 842, -6, 169, -3, -400, 109, 63
520, 0, 10, 1268, -350, 909, 14, 28, 25, 51, 172, 387
520, 1, 10, 2830, -811, 862, -11, 171, -3, 313, -53, 57
540, 0, 10, 1336, -271, 970, -1, 10, 25, 298, 0, -21
540, 1, 10, 3046, -847, 904, -12, 171, -3, 448, -73, 90
560, 0, 10, 1463, -328, 957, 1, -30, 22, 673, -381, 11
560, 1, 10, 3259, -881, 948, -3, 172, -3, 301, -49, 66
580, 0, 10, 1769, -371, 945, -2, -66, 25, 409, 2, -60
580, 1, 10, 3224, -877, 948, -2, 173, -3, -108, 14, -5
600, 0, 10, 1935, -372, 903, 0, -104, 23, 393, 2, -59
600, 1, 10, 3175, -871, 946, -2, 173, -3, -90, 12, -4
620, 0, 10, 2052, -581, 871, -7, -112, 25, 114, -540, -99
620, 1, 10, 3133, -865, 944, -2, 173, -3, -78, 10, -4
640, 0, 10, 2116, -793, 801, -34, -109, 25, 161, -389, -188
640, 1, 10, 3097, -861, 942, -2, 173, -3, -69, 9, -3
660, 0, 10, 2026, -1005, 565, -53, -108, 23, -166, -400, -509
660, 1, 10, 3070, -831, 938, -14, 177, -8, -17, 236, -30
680, 0, 10, 2029, -1217, 425, -13, -67, -0, 0, -465, 0
680, 1, 10, 3054, -626, 905, -19, -158, -14, -112, 388, -97
