X,Y,Z
-662.00,907.00,670.00
-38.00,1630.00,807.00
-1980.00,2228.00,149.00
-300.00,2163.00,411.00
494.00,1734.00,219.00
-1805.00,-133.00,178.00
78.00,503.00,636.00
475.00,390.00,520.00
-3929.00,110.00,227.00
-3618.00,-11.00,231.00
-1162.00,2120.00,364.00
1859.00,33.00,385.00
1943.00,73.00,169.00
472.00,1508.00,877.00
3572.00,1741.00,-2.00
3357.00,1047.00,128.00
-786.00,-1251.00,248.00
-1077.00,-1765.00,154.00
2890.00,-1982.00,129.00
1668.00,-2821.00,319.00
1216.00,-2512.00,-12.00
686.00,-1720.00,391.00
-674.00,-1380.00,126.00
-581.00,-1526.00,-178.00
-1013.00,-1496.00,116.00
-3282.00,-2889.00,-349.00
1501.00,1802.00,126.00
526.00,400.00,175.00
463.00,536.00,178.00
-3203.00,-2586.00,-468.00
1000.00,-2273.00,472.00
73.00,-1335.00,114.00
1940.00,-1924.00,257.00
884.00,-171.00,631.00
2552.00,-2436.00,495.00
77.00,3112.00,765.00
-3579.00,57.00,161.00
2154.00,-102.00,186.00
1084.00,858.00,354.00
-3515.00,1827.00,188.00
2768.00,30.00,421.00
2551.00,252.00,515.00
-4000.00,209.00,227.00
1148.00,-663.00,572.00
367.00,-51.00,748.00
1751.00,10.00,707.00
571.00,-250.00,673.00
-1506.00,-1523.00,249.00
3476.00,-352.00,365.00
-212.00,2682.00,373.00
1357.00,2409.00,339.00
521.00,3100.00,636.00
887.00,16.00,801.00
-927.00,682.00,515.00
-4224.00,788.00,317.00
-4174.00,140.00,224.00
3526.00,1857.00,441.00
-3598.00,-433.00,575.00
2743.00,-465.00,514.00
-4141.00,1066.00,303.00
-2724.00,-184.00,692.00
-1730.00,337.00,355.00
-2857.00,-1304.00,381.00
-1645.00,-875.00,1102.00
-1027.00,2436.00,328.00
-4206.00,1252.00,323.00
3317.00,440.00,270.00
2910.00,1304.00,317.00
-4533.00,86.00,131.00
702.00,-1610.00,243.00
362.00,-1265.00,80.00
-2960.00,761.00,162.00
-1982.00,1294.00,237.00
93.00,1566.00,255.00
1719.00,3167.00,832.00
2522.00,1447.00,280.00
-272.00,3226.00,797.00
-2679.00,-1072.00,450.00
-651.00,3195.00,798.00
-819.00,-955.00,336.00
-3313.00,2235.00,353.00
-1573.00,3059.00,680.00
-2058.00,3089.00,248.00
-2134.00,3137.00,167.00
-1346.00,3120.00,397.00
-3978.00,-198.00,241.00
-2875.00,-1399.00,509.00
2846.00,1480.00,198.00
-1442.00,-460.00,587.00
1339.00,-1188.00,-158.00
-1188.00,172.00,541.00
-3928.00,-124.00,257.00
-1034.00,115.00,466.00
-2658.00,-1027.00,426.00
-3428.00,-782.00,243.00
-3757.00,-605.00,227.00
-627.00,555.00,600.00
-1794.00,909.00,162.00
-92.00,2653.00,562.00
-4571.00,207.00,190.00
-2002.00,2023.00,779.00
-1492.00,1529.00,371.00
-1320.00,-954.00,323.00
-1865.00,-1127.00,153.00
-154.00,-65.00,388.00
-1695.00,145.00,509.00
-2221.00,2384.00,238.00
-188.00,424.00,530.00
-2826.00,-8.00,550.00
-1641.00,-526.00,540.00
-4059.00,-1230.00,395.00
-362.00,1078.00,789.00
1069.00,2798.00,461.00
-3506.00,-576.00,291.00
-2465.00,1289.00,223.00
-2436.00,981.00,303.00
2236.00,2399.00,129.00
-1038.00,580.00,437.00
-1527.00,-1092.00,465.00
-1534.00,-1838.00,681.00
-513.00,-1943.00,496.00
-3478.00,-1134.00,376.00
-930.00,396.00,455.00
-977.00,107.00,466.00
-2466.00,-1464.00,-125.00
-3527.00,-1345.00,320.00
-2872.00,-541.00,536.00
-3946.00,1505.00,264.00
-4261.00,605.00,169.00
-2173.00,-1086.00,187.00
98.00,1471.00,220.00
1133.00,1840.00,384.00
722.00,-1500.00,560.00
-4305.00,1411.00,170.00
1017.00,2252.00,429.00
1645.00,2709.00,587.00
-1491.00,2918.00,178.00
-2090.00,3051.00,868.00
445.00,2913.00,720.00
-1070.00,2830.00,502.00
-1088.00,2915.00,375.00
-1508.00,3216.00,717.00
-2355.00,3304.00,683.00
-2610.00,1279.00,381.00
-2054.00,1927.00,311.00
-2285.00,2559.00,876.00
-4269.00,1890.00,345.00
-4743.00,1293.00,518.00
-2805.00,517.00,192.00
-581.00,2684.00,910.00
-4123.00,-70.00,259.00
-3453.00,1953.00,174.00
2702.00,114.00,312.00
1502.00,2054.00,855.00
356.00,3129.00,323.00
865.00,2505.00,715.00
-1272.00,-1393.00,435.00
494.00,-561.00,759.00
-555.00,486.00,554.00
140.00,-85.00,725.00
3016.00,1658.00,299.00
680.00,1125.00,142.00
-1002.00,843.00,438.00
-619.00,-168.00,552.00
-542.00,114.00,457.00
351.00,-1392.00,566.00
-624.00,1435.00,704.00
-4427.00,861.00,155.00
-2471.00,1325.00,184.00
-108.00,1363.00,382.00
-2235.00,1958.00,372.00
-438.00,34.00,583.00
664.00,-99.00,679.00
-1394.00,-169.00,557.00
-1816.00,-1801.00,130.00
-1274.00,391.00,721.00
-1688.00,-682.00,607.00
-2156.00,-456.00,565.00
2673.00,1885.00,253.00
-2051.00,-1463.00,595.00
-3770.00,-1414.00,328.00
-2347.00,-1681.00,235.00
3116.00,2309.00,198.00
2969.00,1792.00,214.00
2826.00,1047.00,256.00
267.00,-938.00,780.00
-1766.00,1272.00,346.00
507.00,-1164.00,-113.00
-3915.00,1576.00,323.00
937.00,-1377.00,136.00
4144.00,1089.00,572.00
-2249.00,2061.00,235.00
-3325.00,2001.00,129.00
-1974.00,3362.00,753.00
-3386.00,382.00,293.00
-4141.00,1320.00,363.00
-3679.00,1637.00,322.00
1388.00,2625.00,550.00
-214.00,3262.00,862.00
-899.00,3198.00,791.00
-1010.00,3244.00,749.00
-78.00,996.00,493.00
96.00,849.00,571.00
-1750.00,-413.00,710.00
624.00,143.00,281.00
-171.00,-1499.00,1069.00
-3375.00,-1534.00,569.00
-2575.00,-1272.00,646.00
477.00,-1407.00,518.00
-927.00,-1735.00,320.00
780.00,-1080.00,-78.00
377.00,2744.00,790.00
48.00,31.00,644.00
784.00,-1531.00,220.00
657.00,-336.00,525.00
1384.00,676.00,294.00
1031.00,2468.00,741.00
1830.00,1206.00,475.00
-1607.00,-525.00,615.00
450.00,105.00,903.00
2101.00,1295.00,333.00
-4106.00,494.00,253.00
-600.00,2690.00,222.00
783.00,2427.00,492.00
-3014.00,965.00,213.00
-3196.00,1367.00,305.00
-1788.00,-203.00,613.00
1105.00,-1027.00,25.00
-1822.00,-866.00,386.00
-1937.00,-1808.00,409.00
1161.00,2430.00,355.00
-582.00,1161.00,157.00
3140.00,333.00,348.00
-2281.00,2036.00,404.00
1407.00,-488.00,317.00
296.00,-1634.00,545.00
-4246.00,-133.00,196.00
-602.00,-1320.00,735.00
-1799.00,-1758.00,197.00
-2142.00,2926.00,626.00
728.00,-1139.00,535.00
-642.00,-873.00,498.00
-67.00,2986.00,543.00
-2348.00,3185.00,187.00
-1295.00,3159.00,798.00
583.00,130.00,862.00
634.00,-214.00,610.00
793.00,2425.00,486.00
-4273.00,1038.00,267.00
-3774.00,-575.00,382.00
-3169.00,620.00,412.00
197.00,3149.00,692.00
2254.00,1390.00,244.00
1170.00,2106.00,447.00
-541.00,1810.00,342.00
-800.00,1411.00,341.00
-2293.00,2023.00,233.00
2126.00,998.00,547.00
2322.00,181.00,162.00
2089.00,51.00,297.00
-5747.00,802.00,280.00
-1108.00,2796.00,683.00
-3984.00,594.00,423.00
-3712.00,-736.00,144.00
1092.00,1439.00,320.00
772.00,1467.00,385.00
-2726.00,-532.00,683.00
3126.00,2184.00,-71.00
-1325.00,2249.00,260.00
-1409.00,726.00,773.00
3797.00,828.00,99.00
1955.00,830.00,199.00
-5191.00,2248.00,454.00
-921.00,1547.00,379.00
-1836.00,3003.00,410.00
-5293.00,2796.00,443.00
-4617.00,2934.00,142.00
-4744.00,2510.00,471.00
-160.00,2285.00,483.00
-588.00,471.00,308.00
-2191.00,2400.00,640.00
-1954.00,-150.00,245.00
819.00,2429.00,177.00
-845.00,-609.00,271.00
-1119.00,1482.00,434.00
-523.00,1101.00,564.00
-1417.00,2577.00,1126.00
-670.00,746.00,640.00
1064.00,-2065.00,-159.00
1778.00,164.00,307.00
3632.00,929.00,125.00
3613.00,456.00,81.00
2613.00,349.00,140.00
-1872.00,-2344.00,393.00
-5101.00,-1893.00,1.00
-2968.00,-725.00,-59.00
-877.00,678.00,661.00
-1028.00,-1865.00,-20.00
-567.00,179.00,-211.00
-730.00,-330.00,397.00
-3774.00,-2409.00,-403.00
264.00,208.00,322.00
678.00,-231.00,697.00
-690.00,1721.00,378.00
-1369.00,290.00,629.00
-1750.00,573.00,395.00
-621.00,1354.00,867.00
-432.00,1343.00,818.00
-4004.00,2773.00,126.00
-5091.00,2517.00,314.00
-1244.00,702.00,483.00
76.00,-196.00,200.00
-674.00,789.00,745.00
206.00,1895.00,337.00
879.00,242.00,301.00
1319.00,152.00,414.00
1573.00,89.00,536.00
6314.00,-134.00,-435.00
-1529.00,176.00,247.00
-1525.00,745.00,161.00
-867.00,496.00,441.00
-4727.00,536.00,315.00
-2676.00,-192.00,165.00
1481.00,2713.00,-35.00
259.00,609.00,378.00
562.00,606.00,398.00
-384.00,1674.00,483.00
-662.00,792.00,530.00
31.00,2040.00,520.00
-1073.00,604.00,619.00
-880.00,581.00,491.00
-1018.00,2046.00,369.00
842.00,-1174.00,621.00
1009.00,21.00,384.00
358.00,-132.00,704.00
506.00,2883.00,298.00
-34.00,517.00,450.00
3032.00,2156.00,58.00
1353.00,2187.00,22.00
3112.00,1915.00,272.00
2422.00,2086.00,199.00
3748.00,1866.00,-23.00
677.00,353.00,358.00
-2752.00,295.00,331.00
-1218.00,-160.00,173.00
-2205.00,374.00,314.00
830.00,160.00,746.00
-1715.00,-191.00,292.00
-2754.00,451.00,295.00
904.00,113.00,486.00
826.00,37.00,438.00
1029.00,548.00,186.00
990.00,-70.00,693.00
1296.00,2338.00,193.00
1524.00,2156.00,230.00
1821.00,2280.00,186.00
1997.00,738.00,335.00
4910.00,385.00,-391.00
1859.00,1239.00,207.00
1677.00,166.00,450.00
2028.00,-158.00,415.00
1472.00,1621.00,125.00
2055.00,558.00,231.00
-1283.00,2329.00,231.00
1155.00,378.00,262.00
-856.00,3825.00,582.00
2842.00,2213.00,21.00
3114.00,1526.00,-49.00
3925.00,1435.00,35.00
3468.00,1008.00,102.00
4700.00,1874.00,80.00
-2748.00,2972.00,638.00
4880.00,2490.00,98.00
2061.00,980.00,424.00
3416.00,495.00,111.00
-944.00,-2460.00,209.00
-682.00,-2367.00,253.00
-885.00,-2247.00,125.00
-688.00,1079.00,690.00
207.00,614.00,125.00
-1133.00,-224.00,466.00
-1559.00,556.00,274.00
-600.00,618.00,613.00
327.00,393.00,160.00
622.00,385.00,346.00
410.00,377.00,269.00
2435.00,278.00,412.00
3594.00,823.00,-74.00
2816.00,632.00,291.00
661.00,593.00,189.00
336.00,597.00,392.00
734.00,-166.00,324.00
-224.00,-280.00,326.00
306.00,614.00,190.00
-235.00,-178.00,321.00
-1582.00,3393.00,173.00
-222.00,3268.00,260.00
-811.00,3062.00,476.00
-4810.00,3175.00,194.00
117.00,2209.00,1071.00
-37.00,1833.00,247.00
-1428.00,2316.00,288.00
-729.00,1461.00,129.00
-608.00,389.00,657.00
1094.00,615.00,131.00
1965.00,390.00,142.00
1371.00,126.00,149.00
5208.00,-258.00,-334.00
4608.00,363.00,-90.00
5691.00,-312.00,-429.00
3885.00,741.00,-1.00
683.00,-1779.00,-216.00
-2480.00,-136.00,264.00
-2811.00,-114.00,130.00
-1783.00,394.00,341.00
-819.00,397.00,668.00
-2874.00,-2369.00,-125.00
-2524.00,-2799.00,-470.00
957.00,282.00,129.00
-3988.00,358.00,210.00
-3635.00,88.00,211.00
-297.00,2797.00,288.00
-665.00,3855.00,831.00
2813.00,431.00,135.00
-98.00,2198.00,651.00
1509.00,2027.00,316.00
1133.00,2482.00,152.00
1245.00,2452.00,62.00
3738.00,1454.00,52.00
2323.00,2732.00,-73.00
2856.00,2014.00,89.00
2651.00,2137.00,145.00
2551.00,2082.00,125.00
-273.00,-306.00,541.00
1396.00,2139.00,146.00
1432.00,2138.00,98.00
4758.00,1710.00,-10.00
1503.00,2103.00,169.00
2640.00,2345.00,117.00
2490.00,2231.00,307.00
3674.00,1595.00,-20.00
3742.00,869.00,158.00
-1275.00,3132.00,540.00
-461.00,458.00,247.00
-779.00,-354.00,293.00
-1718.00,90.00,230.00
-2275.00,-555.00,186.00
-1221.00,641.00,512.00
-1683.00,430.00,424.00
279.00,-253.00,681.00
4930.00,209.00,-445.00
-1181.00,-2686.00,306.00
-1429.00,-2350.00,206.00
3846.00,1214.00,-73.00
-1207.00,2209.00,804.00
117.00,2037.00,681.00
-906.00,3375.00,806.00
1128.00,-1049.00,2304.00
2735.00,-188.00,4134.00
5004.00,-1876.00,459.00
4957.00,-1865.00,556.00
4805.00,-2690.00,1624.00
4722.00,2632.00,1040.00
3250.00,3846.00,1036.00
5181.00,-2858.00,1078.00
5215.00,-4309.00,2778.00
3690.00,3214.00,-2003.00
3085.00,-77.00,1848.00
5014.00,3956.00,-1716.00
3784.00,-1129.00,781.00
3392.00,124.00,1152.00
2702.00,2300.00,846.00
5766.00,-1038.00,2554.00
4431.00,4254.00,3073.00
3903.00,3402.00,2065.00
5249.00,2122.00,1561.00
420.00,-51.00,-860.00
411.00,-22.00,-805.00
2834.00,1363.00,1627.00
2755.00,3095.00,-2684.00
3127.00,4259.00,-3364.00
4852.00,-7.00,-2320.00
3980.00,2555.00,-1045.00
4315.00,1832.00,-1232.00
4645.00,5174.00,-3112.00
3512.00,1516.00,-891.00
440.00,1095.00,5.00
3662.00,2504.00,847.00
3826.00,3410.00,-1855.00
4970.00,3906.00,566.00
110.00,2706.00,-3419.00
4443.00,5381.00,1423.00
-29.00,3089.00,1414.00
4327.00,-3171.00,-591.00
5312.00,-400.00,-1173.00
5210.00,299.00,-168.00
-1688.00,2093.00,3143.00
4474.00,1555.00,342.00
5112.00,1266.00,-32.00
2639.00,-697.00,-2050.00
2915.00,-2746.00,-67.00
5908.00,302.00,2069.00
5984.00,682.00,2539.00
6039.00,1658.00,2843.00
6412.00,500.00,3593.00
4123.00,-725.00,318.00
6571.00,1181.00,1129.00
5298.00,-1316.00,2454.00
5680.00,1356.00,1585.00
5238.00,743.00,634.00
5659.00,-371.00,-452.00
4929.00,298.00,-42.00
6221.00,3710.00,1206.00
4255.00,2052.00,131.00
7275.00,2806.00,-287.00
7056.00,1838.00,-1401.00
3641.00,-506.00,-408.00
2838.00,-333.00,-1054.00
5479.00,-141.00,-1636.00
5759.00,822.00,-685.00
7813.00,2420.00,-1314.00
5608.00,-1599.00,461.00
4056.00,654.00,759.00
3690.00,3214.00,-2003.00
6638.00,1291.00,-3173.00
844.00,-702.00,952.00
1418.00,-648.00,931.00
736.00,-720.00,439.00
372.00,-56.00,253.00
924.00,1498.00,-1361.00
3605.00,2800.00,-1842.00
3225.00,1919.00,-667.00
3221.00,1753.00,-2395.00
424.00,242.00,290.00
3335.00,72.00,-3059.00
3396.00,1700.00,-2231.00
5311.00,-1333.00,1691.00
5282.00,-1689.00,5381.00
4059.00,-2040.00,4371.00
3632.00,3088.00,-597.00
4590.00,2946.00,-877.00
4807.00,3112.00,-467.00
3048.00,3106.00,1070.00
3556.00,2094.00,-32.00
3690.00,3214.00,-2003.00
1826.00,1934.00,-471.00
1578.00,2769.00,-813.00
-119.00,1408.00,-1597.00
4190.00,2722.00,-608.00
5494.00,2761.00,-1897.00
5341.00,1680.00,1341.00
6214.00,3019.00,993.00
1625.00,1054.00,901.00
2094.00,1983.00,-656.00
1917.00,1934.00,-640.00
3336.00,1414.00,57.00
4349.00,1714.00,476.00
3579.00,1552.00,-17.00
2195.00,2989.00,1486.00
4230.00,1084.00,291.00
1963.00,2585.00,1549.00
2374.00,-126.00,2762.00
-173.00,-1298.00,645.00
3199.00,1978.00,-2437.00
-779.00,44.00,-143.00
2477.00,4876.00,-2973.00
-1287.00,1032.00,538.00
-1777.00,1767.00,391.00
-1543.00,-1831.00,438.00
-6350.00,1200.00,300.00
50.00,-1265.00,450.00
-366.00,-539.00,461.00
1261.00,73.00,674.00
-3388.00,-784.00,365.00
-1680.00,-534.00,227.00
-1980.00,-796.00,294.00
-1935.00,-1990.00,710.00
-2744.00,-1245.00,537.00
-2726.00,-960.00,240.00
-3216.00,-1532.00,251.00
-2862.00,-760.00,627.00
-2189.00,-740.00,436.00
-2963.00,-797.00,194.00
-3949.00,-1391.00,295.00
1082.00,1280.00,161.00
770.00,649.00,243.00
-34.00,662.00,189.00
-3080.00,2179.00,278.00
-2241.00,2629.00,405.00
-512.00,1299.00,266.00
154.00,272.00,308.00
-1374.00,1065.00,185.00
-1718.00,1725.00,307.00
-3024.00,370.00,273.00
-1022.00,86.00,872.00
-1541.00,984.00,141.00
-1881.00,1949.00,511.00
-1352.00,195.00,366.00
-562.00,64.00,846.00
-3827.00,-271.00,196.00
-4099.00,196.00,153.00
-1551.00,923.00,363.00
-1782.00,1684.00,563.00
-1436.00,1595.00,640.00
-1416.00,1489.00,440.00
-2227.00,2470.00,128.00
-1631.00,1567.00,341.00
-1723.00,2107.00,210.00
136.00,216.00,230.00
717.00,-675.00,233.00
585.00,-655.00,184.00
608.00,176.00,288.00
-1406.00,801.00,821.00
315.00,360.00,278.00
243.00,1462.00,184.00
-1346.00,-126.00,327.00
-1771.00,1259.00,254.00
-1796.00,1718.00,222.00
-2935.00,752.00,152.00
-1802.00,1300.00,255.00
-1928.00,1902.00,337.00
-4336.00,1113.00,147.00
-2787.00,2054.00,306.00
-1766.00,1513.00,195.00
-1597.00,1555.00,665.00
-1780.00,1941.00,333.00
-3248.00,1078.00,129.00
-1899.00,1222.00,135.00
-2777.00,814.00,304.00
-1792.00,-152.00,134.00
-1272.00,-1751.00,744.00
-2381.00,2791.00,308.00
-1296.00,2910.00,479.00
-1472.00,906.00,539.00
-609.00,1796.00,481.00
-1312.00,897.00,214.00
-684.00,1391.00,334.00
-1448.00,-450.00,768.00
-1310.00,-158.00,274.00
-1538.00,733.00,193.00
-4027.00,138.00,180.00
-3676.00,2067.00,452.00
-4509.00,1233.00,351.00
1558.00,1591.00,355.00
1656.00,1888.00,483.00
-39.00,118.00,480.00
363.00,202.00,260.00
-840.00,540.00,526.00
-798.00,77.00,579.00
-1538.00,-1829.00,142.00
-2790.00,-1747.00,307.00
-4013.00,-1360.00,339.00
-3356.00,-804.00,309.00
-2532.00,1501.00,183.00
-3893.00,-422.00,253.00
-4195.00,430.00,262.00
-3819.00,1514.00,208.00
-4173.00,1173.00,180.00
-2523.00,2157.00,492.00
-2374.00,2548.00,228.00
-3382.00,2047.00,369.00
-2158.00,2337.00,319.00
-1337.00,2913.00,272.00
-4200.00,1563.00,179.00
-3228.00,2230.00,228.00
597.00,854.00,258.00
369.00,1217.00,925.00
-152.00,873.00,596.00
1546.00,133.00,726.00
-1052.00,-2.00,429.00
-2516.00,-1117.00,401.00
1282.00,2267.00,365.00
-3954.00,-1242.00,294.00
-4209.00,2147.00,323.00
-4539.00,923.00,335.00
-4143.00,838.00,294.00
-4982.00,1395.00,524.00
-4241.00,517.00,291.00
-1398.00,2951.00,260.00
-674.00,2428.00,125.00
-479.00,2081.00,266.00
-73.00,2626.00,395.00
-507.00,2175.00,447.00
-3058.00,-817.00,177.00
-663.00,1088.00,377.00
-2226.00,-1224.00,390.00
-2154.00,-1749.00,92.00
-2776.00,-1123.00,441.00
-3965.00,-445.00,296.00
-3744.00,-1284.00,276.00
-3360.00,-661.00,244.00
-2304.00,-724.00,656.00
-1564.00,347.00,630.00
-633.00,210.00,639.00
3011.00,2007.00,305.00
-1203.00,981.00,357.00
-847.00,-1263.00,838.00
-389.00,377.00,585.00
38.00,-1327.00,567.00
-345.00,-47.00,260.00
-342.00,-1456.00,582.00
251.00,-1315.00,362.00
1340.00,-886.00,1174.00
1117.00,-899.00,1015.00
338.00,-1086.00,-199.00
314.00,-341.00,499.00
482.00,81.00,514.00
1022.00,-274.00,600.00
183.00,666.00,184.00
234.00,977.00,176.00
19.00,595.00,445.00
1099.00,-873.00,320.00
2776.00,760.00,446.00
2601.00,813.00,279.00
2479.00,585.00,341.00
2860.00,-673.00,389.00
3733.00,-550.00,511.00
2566.00,670.00,250.00
2686.00,288.00,268.00
4200.00,1000.00,400.00
3058.00,2011.00,217.00
-672.00,1876.00,269.00
-1013.00,2736.00,131.00
-1289.00,3238.00,345.00
-263.00,2614.00,488.00
-1042.00,223.00,702.00
794.00,3200.00,776.00
-1656.00,930.00,877.00
421.00,974.00,613.00
-1445.00,919.00,456.00
-3006.00,-19.00,485.00
-2044.00,-362.00,525.00
-714.00,-228.00,148.00
-716.00,-237.00,482.00
859.00,-216.00,649.00
1191.00,71.00,932.00
528.00,680.00,255.00
384.00,-1036.00,247.00
-259.00,-57.00,958.00
-3505.00,1824.00,363.00
-404.00,606.00,549.00
-1439.00,1199.00,490.00
-120.00,1028.00,134.00
395.00,423.00,961.00
-538.00,612.00,765.00
2260.00,1528.00,279.00
-1851.00,1890.00,897.00
-896.00,-1457.00,572.00
1012.00,1749.00,389.00
277.00,-100.00,345.00
1719.00,1885.00,630.00
1544.00,1774.00,392.00
768.00,865.00,269.00
603.00,766.00,368.00
-1615.00,937.00,392.00
-667.00,1792.00,361.00
-996.00,1051.00,372.00
-1535.00,1350.00,225.00
-1418.00,-209.00,287.00
-1024.00,87.00,180.00
-972.00,120.00,180.00
1963.00,-162.00,419.00
-729.00,1530.00,132.00
-1464.00,1082.00,251.00
-1827.00,1028.00,280.00
-1550.00,1444.00,243.00
-818.00,1310.00,505.00
-2179.00,-419.00,594.00
-991.00,-148.00,184.00
265.00,1346.00,724.00
-1702.00,900.00,485.00
-1230.00,-61.00,257.00
-665.00,-187.00,260.00
-1391.00,1012.00,361.00
303.00,-126.00,272.00
-1151.00,854.00,134.00
-369.00,-122.00,598.00
323.00,-526.00,283.00
120.00,351.00,711.00
-1816.00,-29.00,550.00
-2307.00,-562.00,761.00
-4925.00,307.00,96.00
-2792.00,572.00,280.00
-1676.00,1044.00,562.00
-1534.00,977.00,536.00
1515.00,2117.00,441.00
-1961.00,1939.00,334.00
-1777.00,1677.00,583.00
-3052.00,2063.00,395.00
-885.00,1379.00,266.00
-1040.00,1309.00,183.00
3258.00,-313.00,386.00
-4723.00,1234.00,315.00
-168.00,-88.00,144.00
667.00,3015.00,757.00
-4845.00,1475.00,668.00
574.00,735.00,399.00
-176.00,61.00,469.00
-678.00,3195.00,798.00
750.00,-202.00,683.00
-70.00,-129.00,458.00
133.00,-474.00,757.00
-2487.00,1402.00,270.00
214.00,291.00,631.00
269.00,371.00,634.00
-1271.00,1166.00,425.00
45.00,981.00,356.00
431.00,544.00,421.00
-678.00,3195.00,798.00
1296.00,727.00,152.00
1152.00,901.00,271.00
-156.00,17.00,339.00
-385.00,-216.00,427.00
611.00,811.00,235.00
888.00,2690.00,580.00
429.00,2840.00,618.00
-430.00,2040.00,299.00
-1474.00,268.00,561.00
-428.00,1718.00,724.00
-1226.00,-1943.00,442.00
-1408.00,1329.00,583.00
499.00,-763.00,197.00
-331.00,-1510.00,775.00
516.00,-146.00,769.00
936.00,174.00,840.00
1042.00,-348.00,924.00
-3215.00,490.00,172.00
2035.00,972.00,404.00
1865.00,1353.00,288.00
1552.00,1671.00,195.00
1508.00,1769.00,274.00
959.00,1169.00,361.00
2333.00,1358.00,177.00
2823.00,1475.00,390.00
-1517.00,155.00,250.00
2400.00,141.00,379.00
-109.00,442.00,234.00
-1340.00,1238.00,336.00
-1215.00,1315.00,226.00
-1904.00,1182.00,306.00
614.00,1051.00,296.00
-1332.00,249.00,520.00
-1673.00,1278.00,365.00
-1517.00,51.00,533.00
-1260.00,-39.00,358.00
-1313.00,-1209.00,325.00
288.00,35.00,399.00
-1812.00,-608.00,363.00
132.00,346.00,542.00
-485.00,-230.00,159.00
-1105.00,287.00,845.00
-1000.00,268.00,450.00
66.00,1062.00,470.00
-1427.00,1507.00,497.00
-631.00,828.00,537.00
1340.00,3019.00,633.00
-139.00,2859.00,400.00
-634.00,1999.00,527.00
334.00,2710.00,433.00
-3917.00,2202.00,220.00
-3664.00,1916.00,313.00
-2785.00,2083.00,320.00
-556.00,-1143.00,996.00
510.00,1397.00,217.00
496.00,1399.00,320.00
160.00,1535.00,263.00
122.00,1308.00,430.00
-1405.00,1098.00,243.00
-1318.00,-836.00,671.00
-1742.00,683.00,260.00
736.00,1188.00,187.00
705.00,834.00,138.00
462.00,571.00,244.00
876.00,960.00,164.00
-540.00,-986.00,320.00
-1165.00,305.00,266.00
-1347.00,492.00,146.00
-865.00,-54.00,555.00
-863.00,1164.00,157.00
-1225.00,478.00,259.00
-1531.00,1335.00,176.00
-370.00,574.00,530.00
-879.00,1233.00,315.00
-1560.00,1291.00,163.00
-1266.00,830.00,463.00
-1803.00,884.00,595.00
-2257.00,999.00,180.00
-2028.00,1117.00,348.00
-4216.00,555.00,305.00
-660.00,35.00,249.00
-1232.00,-519.00,392.00
-1615.00,432.00,214.00
-537.00,-108.00,571.00
-240.00,1403.00,149.00
290.00,133.00,178.00
970.00,1088.00,212.00
1304.00,972.00,263.00
679.00,1083.00,175.00
639.00,1284.00,287.00
-1677.00,1399.00,194.00
-12.00,274.00,746.00
-61.00,647.00,582.00
-164.00,669.00,405.00
-1001.00,101.00,446.00
-1293.00,1146.00,481.00
-606.00,-1111.00,385.00
-4981.00,1340.00,482.00
-3959.00,-321.00,266.00
-3849.00,-295.00,251.00
2133.00,1401.00,225.00
-3905.00,-823.00,171.00
-3399.00,136.00,472.00
230.00,-1163.00,145.00
-4218.00,-35.00,237.00
-158.00,-1184.00,329.00
584.00,675.00,164.00
268.00,1560.00,518.00
700.00,1253.00,178.00
15.00,3104.00,373.00
-308.00,1332.00,329.00
-945.00,871.00,473.00
539.00,-39.00,171.00
-3010.00,1827.00,331.00
426.00,3238.00,784.00
-927.00,-1625.00,402.00
542.00,-1511.00,109.00
-880.00,-1345.00,532.00
2026.00,3154.00,903.00
2956.00,-23.00,370.00
2698.00,1543.00,184.00
2362.00,2282.00,264.00
2753.00,2373.00,136.00
3085.00,2160.00,265.00
-369.00,1242.00,169.00
2631.00,-543.00,327.00
151.00,1294.00,748.00
-4703.00,276.00,158.00
80.00,1198.00,481.00
-1902.00,-1398.00,218.00
-184.00,-1542.00,960.00
-668.00,1372.00,847.00
-26.00,2425.00,349.00
503.00,-1658.00,505.00
387.00,-1365.00,520.00
966.00,2188.00,497.00
-1927.00,-729.00,518.00
2286.00,1303.00,398.00
-3870.00,-1043.00,233.00
-4377.00,1443.00,453.00
-3363.00,-1388.00,66.00
-4341.00,996.00,384.00
-4810.00,1360.00,435.00
105.00,-167.00,478.00
76.00,467.00,414.00
309.00,53.00,336.00
988.00,-1730.00,909.00
1030.00,2390.00,490.00
771.00,683.00,127.00
803.00,-355.00,669.00
1767.00,173.00,694.00
2027.00,33.00,466.00
2025.00,4.00,510.00
2426.00,1391.00,141.00
1778.00,1822.00,492.00
-1497.00,-1614.00,792.00
-2577.00,727.00,282.00
-2505.00,-966.00,257.00
-1012.00,1294.00,283.00
-651.00,1405.00,908.00
878.00,2929.00,675.00
260.00,2563.00,554.00
1187.00,2008.00,328.00
1874.00,425.00,410.00
1771.00,1056.00,149.00
-3570.00,-1749.00,392.00
-3963.00,-653.00,480.00
-3917.00,2202.00,220.00
-1679.00,1267.00,171.00
779.00,515.00,208.00
-1776.00,618.00,423.00
-883.00,71.00,222.00
173.00,208.00,126.00
-3804.00,1471.00,129.00
-3953.00,1902.00,350.00
