X,Y,Z
-794.00,-1097.00,705.00
1315.00,-2749.00,1186.00
-325.00,-1155.00,1714.00
7.00,-1202.00,1296.00
721.00,-482.00,1423.00
-10.00,-269.00,144.00
386.00,0.00,941.00
-20.00,-674.00,1264.00
-397.00,-260.00,1090.00
335.00,-378.00,927.00
-707.00,-1577.00,1056.00
342.00,-958.00,1604.00
-304.00,-826.00,1367.00
2431.00,-2815.00,595.00
-708.00,-137.00,1162.00
-716.00,-1111.00,962.00
1963.00,-829.00,585.00
34.00,-1070.00,615.00
-572.00,-1000.00,818.00
-895.00,-1025.00,1102.00
-851.00,-179.00,-338.00
-2590.00,-319.00,255.00
-1598.00,568.00,155.00
-1152.00,81.00,528.00
-386.00,418.00,581.00
-346.00,149.00,568.00
679.00,214.00,140.00
-772.00,248.00,407.00
-1245.00,632.00,202.00
-1851.00,-37.00,230.00
-2484.00,284.00,176.00
-3266.00,-477.00,208.00
-3050.00,-765.00,187.00
-3915.00,-2452.00,-303.00
-848.00,-1856.00,249.00
-1311.00,-1652.00,266.00
-3315.00,-543.00,270.00
-2601.00,-1766.00,-24.00
-1693.00,-229.00,325.00
-1156.00,-230.00,371.00
-2747.00,-898.00,118.00
-1529.00,84.00,208.00
-1874.00,2576.00,373.00
460.00,114.00,228.00
399.00,357.00,192.00
-312.00,338.00,620.00
5596.00,95.00,-212.00
4673.00,469.00,-81.00
6114.00,525.00,-315.00
135.00,-363.00,539.00
6377.00,790.00,-468.00
3146.00,1650.00,-61.00
-867.00,-699.00,125.00
-1513.00,-2727.00,-108.00
-1974.00,2701.00,795.00
1750.00,-105.00,682.00
-4927.00,-2503.00,-301.00
256.00,1551.00,429.00
-2117.00,-2482.00,-254.00
-2376.00,-2277.00,42.00
1859.00,3490.00,100.00
364.00,4461.00,130.00
-692.00,3932.00,357.00
-922.00,2093.00,933.00
-1607.00,1866.00,223.00
-3583.00,-2032.00,-243.00
345.00,-370.00,640.00
2235.00,30.00,271.00
944.00,762.00,447.00
5495.00,-818.00,-367.00
-4734.00,2522.00,262.00
4326.00,526.00,-86.00
-6158.00,1682.00,126.00
-2761.00,-51.00,133.00
-2753.00,2855.00,767.00
2336.00,-2521.00,55.00
-662.00,-2426.00,160.00
-612.00,-1247.00,254.00
541.00,-2121.00,589.00
-758.00,661.00,736.00
-315.00,-2100.00,128.00
-2595.00,-1578.00,213.00
-1325.00,3483.00,684.00
-2823.00,-1893.00,247.00
-4381.00,-193.00,192.00
-4826.00,174.00,220.00
-4217.00,-1237.00,228.00
-154.00,1380.00,213.00
-666.00,564.00,570.00
1599.00,-172.00,268.00
-841.00,-2153.00,-396.00
1235.00,323.00,348.00
-1374.00,-2525.00,-355.00
1445.00,128.00,482.00
1683.00,183.00,552.00
1642.00,1502.00,242.00
-24.00,-348.00,619.00
1540.00,-1783.00,-95.00
-688.00,1266.00,574.00
-986.00,-185.00,437.00
-399.00,-216.00,688.00
-2439.00,-184.00,458.00
-3322.00,-922.00,137.00
-3024.00,-785.00,180.00
-3299.00,2860.00,287.00
-4275.00,2951.00,182.00
-5016.00,2659.00,125.00
-3918.00,2777.00,468.00
-5937.00,1652.00,126.00
-3835.00,4469.00,127.00
1846.00,2694.00,87.00
-4694.00,-3621.00,-417.00
-4524.00,-3145.00,-329.00
-5079.00,-2411.00,-228.00
5182.00,-871.00,-163.00
5945.00,-593.00,-296.00
5561.00,-689.00,-191.00
1865.00,2568.00,5.00
2541.00,2069.00,154.00
3717.00,1054.00,54.00
5755.00,1557.00,-473.00
5329.00,446.00,-305.00
873.00,-479.00,775.00
84.00,-2764.00,-355.00
-667.00,157.00,541.00
200.00,50.00,352.00
-1134.00,-222.00,402.00
-1033.00,158.00,686.00
83.00,552.00,476.00
844.00,147.00,402.00
2157.00,-90.00,325.00
5583.00,-979.00,-397.00
-2191.00,2508.00,690.00
-445.00,1315.00,249.00
-20.00,1547.00,381.00
-1046.00,-1780.00,-105.00
-867.00,-1212.00,215.00
6439.00,1551.00,-244.00
-1375.00,-180.00,135.00
-681.00,3606.00,-374.00
-798.00,3166.00,-163.00
-66.00,2059.00,556.00
1458.00,2361.00,3.00
1119.00,124.00,329.00
-4180.00,596.00,400.00
-2862.00,-93.00,160.00
-5288.00,585.00,213.00
1875.00,3228.00,185.00
1795.00,2472.00,140.00
2401.00,1326.00,102.00
3862.00,1390.00,-75.00
3705.00,-2898.00,-203.00
802.00,-943.00,658.00
754.00,-1957.00,226.00
-5569.00,1553.00,425.00
535.00,-2271.00,1238.00
2982.00,-447.00,1406.00
1390.00,-1607.00,564.00
4030.00,-506.00,284.00
2297.00,-1307.00,-297.00
-1005.00,-9.00,1990.00
-1270.00,-536.00,461.00
4249.00,-1430.00,1180.00
4373.00,59.00,698.00
572.00,452.00,1443.00
1991.00,684.00,2050.00
1329.00,-74.00,2037.00
2815.00,121.00,2588.00
3079.00,27.00,3009.00
1281.00,-68.00,767.00
2742.00,183.00,2994.00
560.00,777.00,1197.00
-2755.00,369.00,1839.00
693.00,516.00,1030.00
850.00,553.00,937.00
3070.00,-501.00,1235.00
77.00,898.00,1213.00
1446.00,1698.00,1146.00
197.00,-1886.00,2628.00
102.00,-2181.00,2193.00
1491.00,-3258.00,548.00
1477.00,-3408.00,697.00
233.00,-2699.00,631.00
21420.00,1849.00,1183.00
-1394.00,-2328.00,1694.00
868.00,-1023.00,2198.00
926.00,-614.00,762.00
632.00,250.00,1385.00
888.00,-649.00,2163.00
1894.00,-2488.00,1652.00
1101.00,3238.00,121.00
2275.00,-2454.00,1489.00
3777.00,-1115.00,1008.00
2604.00,-1595.00,1563.00
694.00,789.00,595.00
413.00,504.00,1075.00
-3195.00,149.00,815.00
-1518.00,455.00,926.00
2926.00,1150.00,1098.00
-980.00,-1254.00,1152.00
-2836.00,-2051.00,1726.00
2734.00,-1251.00,1162.00
-255.00,375.00,930.00
-1673.00,1231.00,1317.00
466.00,166.00,556.00
507.00,-412.00,766.00
19.00,980.00,917.00
637.00,-1013.00,956.00
1769.00,108.00,1694.00
837.00,-131.00,1007.00
-1373.00,-1833.00,92.00
-3365.00,1161.00,1592.00
351.00,797.00,1454.00
451.00,594.00,398.00
-1404.00,-1028.00,1565.00
-2938.00,-1079.00,1764.00
1163.00,788.00,1143.00
1078.00,392.00,1390.00
2241.00,414.00,2070.00
2711.00,511.00,1518.00
-196.00,-2505.00,711.00
1910.00,-2798.00,1526.00
2444.00,1149.00,1097.00
2037.00,1260.00,1064.00
1050.00,214.00,1056.00
948.00,-660.00,1370.00
959.00,-828.00,2189.00
-529.00,845.00,1106.00
-956.00,853.00,1249.00
-2248.00,554.00,1409.00
5610.00,-100.00,1204.00
-1400.00,-1085.00,1861.00
-1806.00,-2015.00,1788.00
425.00,-1591.00,1660.00
21802.00,1150.00,1098.00
1301.00,-645.00,1929.00
1231.00,-1246.00,1019.00
3725.00,-1400.00,507.00
2523.00,499.00,1151.00
789.00,669.00,1048.00
1802.00,361.00,1369.00
2649.00,595.00,1390.00
1826.00,274.00,1253.00
-2998.00,-1698.00,1880.00
-2507.00,849.00,1675.00
3588.00,-1769.00,1766.00
-3019.00,-728.00,1620.00
-2603.00,-496.00,-91.00
581.00,582.00,1313.00
-3212.00,234.00,1251.00
-933.00,-1564.00,1288.00
-712.00,-947.00,514.00
-681.00,-2191.00,1296.00
-416.00,-1026.00,664.00
-1399.00,-1847.00,1217.00
507.00,-2177.00,1645.00
20659.00,1150.00,1098.00
-2159.00,328.00,1197.00
-570.00,408.00,1254.00
2371.00,-887.00,-213.00
323.00,-1212.00,2023.00
399.00,-1531.00,1269.00
185.00,-1240.00,1091.00
2877.00,-473.00,1498.00
419.00,-895.00,1658.00
608.00,-380.00,1719.00
-812.00,-2025.00,973.00
-754.00,-791.00,1560.00
2224.00,-1321.00,1408.00
2117.00,-1107.00,1367.00
875.00,-710.00,2140.00
-272.00,-889.00,825.00
-1268.00,-2904.00,158.00
-152.00,1396.00,1349.00
-86.00,-100.00,2713.00
-653.00,-2334.00,1000.00
1614.00,1646.00,1040.00
148.00,289.00,2026.00
560.00,-67.00,1588.00
892.00,-270.00,1149.00
119.00,-427.00,2004.00
1852.00,-30.00,760.00
1974.00,-219.00,879.00
-15.00,-141.00,943.00
-881.00,-1988.00,1422.00
76.00,-1529.00,1297.00
-1295.00,-2065.00,1927.00
1073.00,-3008.00,922.00
-178.00,-2227.00,716.00
-873.00,-722.00,1061.00
940.00,-1515.00,1038.00
-717.00,-591.00,1102.00
1109.00,-560.00,861.00
315.00,-774.00,664.00
-483.00,-85.00,1317.00
-18.00,-1896.00,1649.00
-278.00,51.00,1461.00
-142.00,-622.00,1672.00
-354.00,-1386.00,1199.00
-245.00,171.00,1457.00
-90.00,531.00,1303.00
20277.00,1123.00,1048.00
1425.00,-1227.00,2203.00
-773.00,1181.00,1437.00
-2166.00,-1906.00,769.00
-42.00,-2956.00,2127.00
-1719.00,-1739.00,885.00
-262.00,-809.00,2320.00
-934.00,-3199.00,1715.00
-57.00,-1259.00,1133.00
384.00,-2271.00,920.00
130.00,-742.00,1329.00
-29.00,-2642.00,2071.00
1191.00,320.00,1615.00
1537.00,-1455.00,1334.00
252.00,-200.00,1419.00
767.00,1373.00,1206.00
158.00,210.00,2767.00
-553.00,39.00,1032.00
-774.00,-498.00,1200.00
-3301.00,758.00,1625.00
-1739.00,536.00,1862.00
143.00,-894.00,1558.00
-1603.00,-907.00,1246.00
-1481.00,-1045.00,1253.00
-1878.00,-2241.00,1012.00
-275.00,-1462.00,1156.00
693.00,-1310.00,1528.00
-743.00,-39.00,1847.00
64.00,426.00,2320.00
-318.00,469.00,1352.00
240.00,971.00,1674.00
-2266.00,-2373.00,1110.00
-1977.00,-2951.00,1704.00
-279.00,-1485.00,1261.00
-571.00,-1529.00,1065.00
-1246.00,-1351.00,1015.00
849.00,-276.00,1142.00
1301.00,821.00,999.00
1246.00,3633.00,571.00
7674.00,-2875.00,2409.00
1724.00,-2168.00,2027.00
2755.00,-2092.00,1955.00
2207.00,-1227.00,1774.00
485.00,-123.00,1259.00
51.00,800.00,316.00
-362.00,-294.00,539.00
-250.00,-471.00,771.00
-2727.00,-2141.00,1380.00
505.00,762.00,953.00
-760.00,786.00,1363.00
-546.00,-74.00,1056.00
-329.00,464.00,1034.00
724.00,-589.00,2839.00
2710.00,-887.00,1634.00
2659.00,620.00,2392.00
1637.00,211.00,2411.00
1606.00,-1894.00,2125.00
1546.00,-2386.00,1565.00
1590.00,-2568.00,1383.00
2791.00,-1880.00,1306.00
-803.00,433.00,1011.00
1205.00,-1617.00,2093.00
583.00,-954.00,1340.00
2666.00,103.00,1331.00
-575.00,-927.00,1283.00
2322.00,-1176.00,1822.00
1445.00,-581.00,1801.00
-610.00,-2938.00,2063.00
-319.00,-1157.00,1436.00
-649.00,-1810.00,1783.00
-701.00,-33.00,1099.00
3173.00,-2253.00,1818.00
-1266.00,-182.00,968.00
13.00,-441.00,1188.00
1137.00,-2310.00,846.00
1809.00,-2980.00,317.00
1429.00,-3131.00,876.00
1471.00,-2249.00,1149.00
729.00,-3220.00,1037.00
1197.00,-2423.00,794.00
1267.00,-159.00,2367.00
1249.00,545.00,1582.00
1535.00,743.00,1669.00
2693.00,-1590.00,427.00
1769.00,448.00,1084.00
1282.00,-63.00,755.00
687.00,401.00,1080.00
57.00,1293.00,1111.00
-149.00,861.00,953.00
-65.00,-2428.00,1024.00
1258.00,-2318.00,1810.00
-67.00,-3131.00,1575.00
429.00,-4519.00,1923.00
-1222.00,-2414.00,1052.00
241.00,-3107.00,1207.00
465.00,-2465.00,1068.00
961.00,-2364.00,1053.00
847.00,-1362.00,1556.00
3793.00,-1697.00,910.00
-256.00,1201.00,1273.00
875.00,-996.00,2123.00
-285.00,-2351.00,1447.00
-523.00,-1708.00,1013.00
265.00,-1604.00,1696.00
-1561.00,-1892.00,745.00
221.00,-209.00,1223.00
1880.00,1057.00,1189.00
727.00,-1552.00,1885.00
-1298.00,34.00,757.00
1099.00,-594.00,2029.00
737.00,-1475.00,1561.00
-1658.00,399.00,531.00
-1469.00,519.00,560.00
1024.00,-2101.00,877.00
-76.00,-2545.00,144.00
1265.00,619.00,995.00
-1471.00,-452.00,1119.00
1198.00,1092.00,1259.00
-1613.00,-959.00,1324.00
-1983.00,-806.00,1472.00
1233.00,582.00,-451.00
1903.00,197.00,-449.00
7642.00,2526.00,-2722.00
22087.00,1150.00,1098.00
-1723.00,-1823.00,1377.00
-316.00,-1044.00,1688.00
738.00,-348.00,738.00
-1096.00,914.00,1151.00
347.00,-1892.00,560.00
-382.00,-853.00,1139.00
141.00,-994.00,1237.00
1593.00,-1339.00,1393.00
-1731.00,-94.00,614.00
-806.00,284.00,512.00
-1333.00,-1082.00,832.00
927.00,-939.00,997.00
-966.00,1145.00,672.00
410.00,745.00,1340.00
-106.00,-978.00,1095.00
-37.00,-783.00,1565.00
-586.00,-1037.00,1788.00
-606.00,-646.00,1489.00
-493.00,-383.00,1178.00
146.00,-555.00,1165.00
1446.00,475.00,1163.00
1726.00,664.00,1127.00
-1679.00,-1361.00,500.00
2296.00,423.00,1222.00
2580.00,-351.00,1276.00
-1061.00,-1674.00,751.00
578.00,-2284.00,1453.00
3483.00,-798.00,1586.00
-1758.00,-1716.00,938.00
-96.00,-2061.00,816.00
-1835.00,-2073.00,1431.00
-2363.00,-1482.00,512.00
-2273.00,-1574.00,535.00
3733.00,-790.00,555.00
-2303.00,-1647.00,463.00
-1862.00,-1788.00,451.00
-7.00,-1838.00,926.00
-2129.00,-1657.00,501.00
1269.00,-3184.00,1075.00
-2255.00,-2055.00,556.00
-1860.00,-1716.00,519.00
-2175.00,-1624.00,590.00
564.00,114.00,887.00
-3411.00,-1868.00,604.00
4117.00,1100.00,1085.00
-1076.00,-2390.00,732.00
-315.00,-828.00,1565.00
140.00,-937.00,1302.00
-2174.00,-1603.00,899.00
-1833.00,-2080.00,832.00
1551.00,402.00,1624.00
-1523.00,-2276.00,932.00
734.00,343.00,1890.00
1826.00,-710.00,1540.00
-1953.00,-1619.00,743.00
2781.00,368.00,1454.00
4328.00,-123.00,1323.00
4290.00,-328.00,932.00
2366.00,-2085.00,1632.00
1820.00,-1160.00,2129.00
-484.00,-1465.00,2028.00
1803.00,-2156.00,2519.00
-1432.00,-1332.00,1902.00
3043.00,-595.00,1701.00
3830.00,-1493.00,1463.00
2947.00,-2264.00,1102.00
2640.00,-2185.00,1438.00
2965.00,-2021.00,1359.00
3010.00,-1824.00,1343.00
-1310.00,-1059.00,1471.00
-2238.00,-1322.00,465.00
2408.00,-1320.00,1226.00
3174.00,-1365.00,1171.00
2984.00,-1870.00,654.00
-518.00,-1770.00,1579.00
1584.00,-1275.00,1288.00
-157.00,-1343.00,1465.00
1690.00,959.00,-556.00
-1456.00,-100.00,1435.00
-1537.00,430.00,1608.00
-2505.00,367.00,1896.00
-381.00,-2105.00,1737.00
-1257.00,-1377.00,1295.00
-3176.00,-1093.00,2117.00
-2594.00,-1553.00,674.00
-3908.00,127.00,2254.00
-3081.00,248.00,1501.00
-4280.00,-847.00,1656.00
-1661.00,727.00,1607.00
-2951.00,-310.00,1913.00
-1051.00,-2124.00,1954.00
2523.00,-1548.00,2483.00
-3923.00,-946.00,1613.00
3829.00,-2071.00,1931.00
3213.00,-1938.00,1586.00
2816.00,-1672.00,852.00
-76.00,614.00,144.00
-1295.00,676.00,1231.00
2742.00,-1574.00,521.00
22371.00,1150.00,1098.00
-268.00,1341.00,747.00
76.00,715.00,865.00
3437.00,-2514.00,220.00
1540.00,-366.00,907.00
3278.00,-2464.00,275.00
1870.00,-236.00,729.00
100.00,1585.00,-416.00
-351.00,2185.00,-334.00
-210.00,2028.00,-418.00
-2384.00,247.00,307.00
621.00,383.00,287.00
-829.00,716.00,588.00
851.00,252.00,431.00
-815.00,314.00,697.00
-1766.00,422.00,397.00
-2913.00,-756.00,20.00
-809.00,1093.00,608.00
-2166.00,-2722.00,-458.00
-643.00,-461.00,240.00
-2979.00,-2657.00,-209.00
-3042.00,-2915.00,-76.00
-1983.00,-2952.00,483.00
-1884.00,1764.00,168.00
-2356.00,-2035.00,351.00
625.00,-1508.00,168.00
-3171.00,-653.00,156.00
-631.00,264.00,462.00
-261.00,1509.00,894.00
-707.00,746.00,633.00
6323.00,-172.00,-369.00
-3028.00,2939.00,377.00
3235.00,-1761.00,-381.00
-2815.00,-2725.00,-3.00
-2367.00,-2611.00,222.00
-5752.00,-783.00,196.00
-5678.00,-1491.00,40.00
-4412.00,-2219.00,-391.00
-4680.00,-2318.00,-121.00
-3699.00,-2262.00,-113.00
-3467.00,-1577.00,-473.00
-3930.00,268.00,131.00
-3648.00,76.00,167.00
-3576.00,-1754.00,-331.00
-2498.00,-2115.00,215.00
4065.00,1972.00,224.00
-2977.00,-1787.00,238.00
-3415.00,-1410.00,189.00
-277.00,3454.00,370.00
-580.00,1387.00,598.00
-1393.00,1264.00,469.00
-817.00,1321.00,507.00
-597.00,2159.00,583.00
202.00,1979.00,279.00
-1049.00,1562.00,903.00
521.00,499.00,191.00
4508.00,694.00,95.00
-1281.00,2331.00,826.00
4393.00,620.00,143.00
-1998.00,2373.00,721.00
5678.00,-776.00,-341.00
-873.00,1000.00,713.00
4739.00,871.00,-343.00
5485.00,-828.00,-459.00
5245.00,-1531.00,-474.00
4781.00,442.00,-473.00
-865.00,537.00,468.00
4056.00,-1830.00,-395.00
3771.00,-1552.00,-403.00
3044.00,-1698.00,-353.00
2989.00,-1776.00,188.00
4370.00,1762.00,-68.00
2763.00,-2172.00,223.00
1944.00,821.00,211.00
1078.00,-41.00,530.00
1868.00,52.00,276.00
1777.00,770.00,289.00
1800.00,233.00,146.00
1969.00,37.00,604.00
1489.00,-169.00,248.00
690.00,53.00,247.00
792.00,-245.00,629.00
4754.00,2322.00,21.00
586.00,423.00,257.00
347.00,556.00,275.00
-2648.00,-1013.00,-12.00
-582.00,1031.00,498.00
575.00,523.00,245.00
-613.00,673.00,551.00
-1652.00,361.00,656.00
866.00,144.00,646.00
-857.00,-626.00,147.00
-716.00,-835.00,-360.00
1307.00,-1264.00,94.00
-990.00,433.00,141.00
-1001.00,-291.00,214.00
-754.00,714.00,490.00
878.00,2656.00,205.00
-652.00,1560.00,279.00
-505.00,1250.00,281.00
-1713.00,2637.00,534.00
-1104.00,3337.00,463.00
-1239.00,2581.00,511.00
-213.00,1932.00,262.00
-96.00,1704.00,310.00
-261.00,1727.00,669.00
-105.00,1846.00,236.00
-2754.00,2757.00,276.00
-741.00,1474.00,620.00
-37.00,2400.00,904.00
-624.00,-441.00,134.00
-654.00,-68.00,421.00
-764.00,-1448.00,202.00
329.00,95.00,128.00
-1748.00,747.00,334.00
-395.00,703.00,127.00
233.00,-18.00,264.00
498.00,-1678.00,148.00
1774.00,32.00,305.00
1212.00,767.00,127.00
423.00,511.00,449.00
1859.00,281.00,246.00
923.00,189.00,469.00
774.00,60.00,574.00
-831.00,3714.00,646.00
617.00,4442.00,208.00
-474.00,-2155.00,428.00
1312.00,-2806.00,621.00
-775.00,-2356.00,204.00
563.00,-2826.00,229.00
-739.00,-186.00,352.00
-868.00,-2474.00,148.00
-1613.00,-2671.00,346.00
-834.00,-1675.00,-13.00
-1289.00,-2494.00,149.00
-1695.00,-2769.00,38.00
-678.00,3195.00,798.00
564.00,-778.00,424.00
-469.00,-1433.00,598.00
212.00,-743.00,573.00
616.00,2594.00,735.00
1007.00,2253.00,594.00
-768.00,73.00,279.00
-3.00,719.00,495.00
2375.00,1450.00,553.00
-1588.00,1300.00,868.00
-1908.00,1820.00,683.00
-1594.00,1903.00,935.00
-1430.00,1595.00,732.00
-3054.00,-1046.00,-163.00
-677.00,-1714.00,184.00
-137.00,-1229.00,93.00
-1466.00,-1193.00,800.00
-1252.00,-685.00,934.00
-700.00,1202.00,170.00
650.00,1015.00,248.00
1200.00,1050.00,220.00
1074.00,888.00,248.00
-149.00,-248.00,382.00
1040.00,1449.00,221.00
1762.00,1298.00,306.00
1066.00,1161.00,237.00
1433.00,1218.00,219.00
1902.00,1725.00,363.00
1269.00,963.00,343.00
-1681.00,-1298.00,599.00
-2698.00,-191.00,526.00
-1755.00,-710.00,645.00
-1643.00,-839.00,620.00
-71.00,828.00,176.00
258.00,474.00,196.00
-3114.00,2422.00,334.00
-72.00,726.00,430.00
-4268.00,2000.00,203.00
-723.00,-818.00,879.00
-1471.00,291.00,425.00
-1811.00,103.00,349.00
-3419.00,-1072.00,131.00
-1633.00,474.00,419.00
-717.00,-273.00,872.00
-222.00,-18.00,875.00
127.00,-806.00,608.00
483.00,-95.00,478.00
1233.00,-82.00,581.00
202.00,-1600.00,399.00
419.00,-1874.00,483.00
3246.00,1672.00,140.00
2525.00,1691.00,572.00
-1135.00,3107.00,262.00
-123.00,496.00,594.00
-1253.00,585.00,556.00
-400.00,1362.00,506.00
-1048.00,1120.00,346.00
-440.00,735.00,553.00
772.00,1409.00,272.00
1608.00,995.00,333.00
1462.00,2151.00,419.00
-2833.00,2677.00,320.00
471.00,122.00,169.00
647.00,601.00,187.00
-678.00,3195.00,798.00
1048.00,-1406.00,416.00
-4184.00,1137.00,157.00
1055.00,-710.00,579.00
-4053.00,1246.00,249.00
497.00,459.00,306.00
249.00,984.00,426.00
-3434.00,242.00,289.00
-1520.00,1860.00,334.00
2815.00,1530.00,144.00
3156.00,2265.00,176.00
-324.00,113.00,594.00
1119.00,1913.00,406.00
541.00,558.00,269.00
-2113.00,3202.00,776.00
-2111.00,2204.00,356.00
-5276.00,1375.00,430.00
-2515.00,-794.00,591.00
-2832.00,2631.00,348.00
-4097.00,834.00,238.00
-1410.00,-72.00,537.00
-3703.00,135.00,198.00
924.00,2540.00,490.00
-4536.00,754.00,379.00
-162.00,2674.00,516.00
-2606.00,2081.00,127.00
-1030.00,955.00,564.00
-330.00,1143.00,620.00
309.00,-601.00,185.00
538.00,-735.00,155.00
-294.00,1130.00,352.00
-1796.00,-889.00,496.00
-2218.00,1018.00,234.00
-3959.00,-434.00,269.00
-555.00,291.00,769.00
-3458.00,-713.00,363.00
-1672.00,-57.00,833.00
1721.00,-153.00,285.00
-798.00,-80.00,550.00
292.00,-846.00,207.00
-581.00,1429.00,736.00
-2628.00,-776.00,349.00
-816.00,1199.00,659.00
63.00,983.00,649.00
-3769.00,-466.00,272.00
-3261.00,-1110.00,332.00
-646.00,3226.00,770.00
-903.00,-1435.00,393.00
-2628.00,-1425.00,151.00
129.00,-213.00,480.00
-913.00,1347.00,344.00
114.00,752.00,125.00
-2136.00,-1049.00,325.00
440.00,-1216.00,209.00
2292.00,145.00,229.00
863.00,-933.00,424.00
974.00,3139.00,726.00
-1603.00,-754.00,794.00
526.00,-933.00,313.00
1378.00,-427.00,141.00
-1871.00,1783.00,471.00
-382.00,-1482.00,599.00
-1229.00,-1997.00,657.00
1016.00,-1532.00,513.00
-1409.00,-1301.00,217.00
485.00,-979.00,253.00
1871.00,3173.00,826.00
379.00,837.00,521.00
-592.00,1360.00,320.00
2818.00,-2362.00,354.00
320.00,-1558.00,725.00
2309.00,-2369.00,685.00
1475.00,1163.00,21.00
2770.00,-196.00,328.00
2813.00,25.00,506.00
130.00,-2139.00,1723.00
-2491.00,-3291.00,1026.00
-2946.00,-2571.00,673.00
-2001.00,-2679.00,1635.00
-2463.00,-1461.00,538.00
66.00,-3214.00,715.00
-2043.00,-979.00,-418.00
325.00,-2385.00,879.00
1866.00,-1849.00,2029.00
813.00,-422.00,3018.00
-921.00,-1881.00,1181.00
-1880.00,140.00,1794.00
2406.00,-797.00,627.00
-610.00,-1934.00,586.00
-2656.00,-3277.00,1354.00
-2934.00,-383.00,64.00
5895.00,3458.00,2898.00
-2990.00,-141.00,687.00
-2548.00,-1538.00,646.00
-84.00,-269.00,2358.00
825.00,953.00,950.00
-1751.00,-1664.00,1179.00
-124.00,-530.00,1134.00
-913.00,-1287.00,1651.00
-335.00,-480.00,1408.00
-3318.00,-2264.00,186.00
-3351.00,-967.00,208.00
-3445.00,-290.00,437.00
-76.00,-2545.00,144.00
1526.00,-174.00,1020.00
-4008.00,-1395.00,878.00
-3602.00,-1644.00,778.00
143.00,-702.00,1726.00
-55.00,-264.00,1326.00
-419.00,22.00,1292.00
-2930.00,1127.00,-19.00
-1298.00,640.00,458.00
-798.00,70.00,1405.00
-3656.00,501.00,927.00
2996.00,-723.00,1195.00
2192.00,-723.00,1493.00
1431.00,-1429.00,494.00
2107.00,-1171.00,486.00
1402.00,-2489.00,267.00
-3531.00,-24.00,1390.00
555.00,-264.00,1768.00
2952.00,-1311.00,972.00
2904.00,-2341.00,3532.00
-3330.00,-1807.00,834.00
2588.00,-1488.00,1456.00
-1279.00,-2595.00,1283.00
1294.00,990.00,445.00
2589.00,-1517.00,1292.00
-48.00,-1011.00,573.00
2021.00,-1216.00,1775.00
4442.00,204.00,1285.00
-785.00,-910.00,614.00
1927.00,-957.00,444.00
2279.00,-1017.00,670.00
-78.00,-2536.00,185.00
-3101.00,-1248.00,745.00
-2212.00,-914.00,1728.00
2903.00,-1722.00,427.00
2367.00,-1412.00,552.00
-211.00,268.00,1175.00
1672.00,-168.00,751.00
1880.00,-2002.00,500.00
2288.00,-487.00,673.00
2446.00,-1512.00,434.00
2410.00,-1801.00,547.00
1902.00,-1311.00,558.00
5870.00,-895.00,791.00
549.00,-1674.00,1045.00
2579.00,-647.00,1352.00
2394.00,-2011.00,426.00
-102.00,-2128.00,740.00
3487.00,-1396.00,509.00
492.00,-806.00,1676.00
2688.00,-908.00,1600.00
-2132.00,-382.00,617.00
-2048.00,-1767.00,477.00
645.00,-1457.00,1710.00
1332.00,734.00,1409.00
2515.00,277.00,1225.00
2324.00,-1637.00,642.00
2800.00,387.00,1287.00
2043.00,-1558.00,731.00
845.00,-1265.00,1542.00
-376.00,337.00,1288.00
503.00,-1309.00,2109.00
-866.00,-1145.00,756.00
2244.00,-1032.00,1003.00
-1400.00,-1829.00,741.00
-1055.00,-2201.00,691.00
2486.00,1062.00,1097.00
3269.00,-689.00,825.00
2962.00,-428.00,1149.00
-775.00,-1765.00,3380.00
-2935.00,-1266.00,1498.00
2240.00,-1405.00,434.00
616.00,-1060.00,1284.00
1458.00,-1042.00,154.00
842.00,-2343.00,535.00
2218.00,-1582.00,517.00
-1659.00,-1758.00,733.00
2389.00,-1587.00,2075.00
-3349.00,-2184.00,1725.00
-1075.00,-423.00,574.00
-1061.00,-599.00,1120.00
-1734.00,126.00,751.00
-1159.00,-1889.00,924.00
710.00,1124.00,1807.00
-2328.00,-1333.00,470.00
206.00,1334.00,103.00
-2307.00,169.00,543.00
-2219.00,-2226.00,1594.00
-2184.00,-1525.00,555.00
-1750.00,-401.00,601.00
-2094.00,-858.00,1398.00
2231.00,-1020.00,645.00
-1694.00,-1834.00,799.00
-2288.00,-397.00,565.00
-1866.00,-1112.00,1271.00
-2205.00,-555.00,748.00
-2596.00,-1532.00,551.00
-2667.00,-1995.00,546.00
3502.00,-1353.00,1207.00
2309.00,-790.00,480.00
1782.00,-984.00,496.00
1786.00,-1368.00,563.00
1538.00,-107.00,911.00
-343.00,-3204.00,442.00
2067.00,-1078.00,502.00
2945.00,-1682.00,1086.00
2566.00,-9.00,1060.00
1553.00,-60.00,1008.00
3064.00,-707.00,1606.00
2114.00,-81.00,837.00
2341.00,989.00,1247.00
-1359.00,-1313.00,1516.00
-2178.00,-2054.00,488.00
161.00,754.00,1102.00
1112.00,-3261.00,1745.00
2688.00,-107.00,-233.00
3276.00,-1911.00,2019.00
2528.00,-2777.00,432.00
1549.00,-599.00,1349.00
1600.00,-984.00,1435.00
13705.00,986.00,1074.00
1801.00,-145.00,728.00
2235.00,-1906.00,551.00
418.00,-103.00,907.00
2409.00,-4114.00,-1660.00
