map,x,y,z
Observatory,2277,2205,74
Observatory,891,2470,61
Observatory,575,573,188
Observatory,182,-148,285
Observatory,255,450,404
Observatory,706,201,230
Observatory,375,1613,663
Observatory,-1055,-2541,333
Observatory,-462,-1342,96
Observatory,-524,-190,568
Observatory,2582,572,252
Observatory,1429,2066,121
Observatory,1681,2490,54
Observatory,-820,-45,561
Observatory,1260,151,224
Observatory,4103,227,169
Observatory,-474,-339,363
Observatory,-419,-1647,89
Observatory,-1797,1906,585
Observatory,-677,7,469
Observatory,650,-230,748
Observatory,3952,1123,55
Observatory,3608,1824,90
Observatory,-2420,2634,385
Observatory,-82,1773,-473
Observatory,-4945,-2252,-375
Observatory,-4674,795,379
Observatory,-4901,2602,182
Observatory,-2894,3650,717
Observatory,-4229,-420,177
Observatory,-2691,773,442
Observatory,-1878,2460,465
Observatory,-1437,650,510
Observatory,-986,-124,641
Observatory,4516,687,-54
Observatory,4664,1008,-160
Observatory,4602,811,36
Observatory,-911,-1555,520
Observatory,-784,-1134,148
Observatory,3961,1621,-13
Observatory,-1024,572,386
Observatory,-620,1104,562
Observatory,-674,2059,542
Observatory,1416,-1854,178
Observatory,1081,-1950,167
Observatory,575,-337,746
Observatory,2845,393,246
Observatory,3226,327,343
Observatory,-629,392,270
Observatory,1095,212,307
Observatory,750,296,352
Observatory,2435,1777,199
Observatory,266,360,771
Observatory,301,232,622
Observatory,1330,2120,209
Observatory,1643,2322,315
Observatory,-149,1602,332
Observatory,687,-349,627
Observatory,-1208,1468,464
Observatory,-1116,1194,774
Observatory,-1316,114,769
Observatory,-770,19,360
Observatory,1763,1511,292
Observatory,1990,889,331
Observatory,1930,1224,287
Observatory,-757,-520,130
Observatory,622,2625,393
Observatory,-1219,2834,317
Observatory,-2700,-2946,40
Observatory,-3472,-2473,13
Observatory,-3506,-2364,206
Observatory,-485,635,151
Observatory,-4230,2912,302
Observatory,-1128,2178,265
Observatory,-686,3292,141
Observatory,-1281,3297,334
Observatory,-658,2777,757
Observatory,931,-1797,220
Observatory,-388,2831,736
Observatory,4280,592,30
Observatory,5473,-785,-394
Observatory,5498,-636,-302
Observatory,6167,424,-325
Observatory,-2621,729,223
Observatory,1266,2228,131
Observatory,2776,521,159
Observatory,2985,487,361
Observatory,-7271,449,250
Observatory,-722,744,555
Observatory,748,-3164,-461
Observatory,391,-1685,104
Observatory,-321,-1437,90
Observatory,1895,-1528,107
Observatory,-361,-1679,61
Observatory,-1963,2371,825
Observatory,1652,-66,430
Observatory,2131,490,130
Observatory,2465,63,758
Observatory,2371,8,343
Observatory,4696,1647,-36
Observatory,-756,1687,700
Observatory,-126,3263,240
Observatory,2033,2418,100
Observatory,-609,2092,540
Observatory,-1401,2855,792
Observatory,-31,1815,457
Observatory,-887,2851,817
Observatory,-2717,3120,204
Observatory,-3502,431,245
Observatory,-5421,256,196
Observatory,-5241,247,157
Observatory,-6868,431,243
Observatory,-6803,579,156
Observatory,-5924,1363,340
Observatory,-5319,2087,229
Observatory,-1784,-104,160
Observatory,-452,-815,131
Observatory,-2186,-216,209
Observatory,496,-323,682
Observatory,728,-175,308
Observatory,690,-202,628
Observatory,-54,-373,690
Observatory,-207,265,564
Observatory,1216,588,153
Observatory,-843,690,616
Observatory,2755,1780,72
Observatory,2226,2105,97
Observatory,-1073,1388,925
Observatory,-592,-1868,-11
Observatory,-617,-472,156
Observatory,-495,-606,253
Observatory,475,-203,571
Observatory,-167,3163,1319
Observatory,-715,-268,382
Observatory,-521,615,716
Observatory,178,-73,432
Observatory,456,-363,645
Observatory,800,-774,590
Observatory,-179,-330,611
Prison,189,-1474,1000
Prison,424,914,354
Prison,352,-1171,378
Prison,-845,-1628,663
Prison,1131,1864,342
Prison,1115,-106,722
Prison,1213,1227,430
Prison,3209,1167,218
Prison,-1750,-1722,717
Prison,603,-1471,457
Prison,630,3188,762
Prison,-433,-124,328
Prison,-1102,3161,816
Prison,158,-898,453
Prison,193,1105,441
Prison,-1794,568,851
Prison,-1734,-125,649
Prison,-3339,408,331
Prison,1911,-131,335
Prison,104,3181,486
Prison,-551,1926,466
Prison,127,3153,842
Prison,-421,2539,602
Prison,1851,1283,206
Prison,-1284,3304,890
Prison,-1680,1731,164
Prison,-783,2629,372
Prison,-875,2589,503
Prison,447,-443,385
Prison,-6300,800,250
Prison,4200,900,350
Prison,541,3024,169
Prison,-991,-25,488
Prison,-1875,1200,681
Prison,-2587,1279,309
Prison,2539,-43,363
Prison,796,-1313,605
Prison,575,-241,244
Prison,3093,-411,335
Prison,-909,1225,753
Prison,-448,1434,353
Prison,-588,1168,363
Prison,-4412,2069,302
Prison,-3996,370,184
Prison,-1370,-1423,329
Prison,-1230,-194,219
Prison,334,1292,745
Prison,-1032,-1420,678
Prison,70,-1524,312
Prison,-1894,1764,127
Prison,1031,-594,247
Prison,-763,1130,227
Prison,-2365,1521,213
Prison,-2134,-1775,657
Prison,-4010,-1261,305
Prison,-577,1330,189
Prison,-444,1242,138
Prison,-1701,697,127
Prison,-874,1167,189
Prison,-935,172,349
Prison,-246,1027,289
Prison,82,1040,134
Prison,-236,38,249
Prison,-412,1573,228
Prison,-1712,-723,368
Prison,-2953,-48,472
Prison,-105,12,145
Prison,-977,242,157
Prison,-165,-237,395
Prison,-115,425,473
Prison,-1016,954,322
Prison,-1359,-41,615
Prison,-1051,385,478
Prison,-1148,237,142
Prison,344,1034,381
Prison,408,165,578
Prison,-2351,2034,128
Prison,-2402,1814,125
Prison,-2175,-125,529
Prison,-1844,-104,562
Prison,-1208,1010,334
Prison,528,871,353
Prison,1739,716,669
Prison,2526,1404,386
Prison,-1946,1752,330
Prison,-1631,214,695
Prison,-1845,426,644
Prison,-2302,1923,170
Prison,-3483,1777,129
Prison,-4232,1355,169
Prison,-475,1306,324
Prison,68,1027,344
Prison,426,442,196
Prison,-27,439,332
Prison,321,1198,762
Prison,171,40,764
Prison,-2208,2364,270
Prison,-3980,152,156
Prison,-4404,-173,140
Prison,876,-932,893
Prison,198,2775,397
Prison,-451,2175,410
Prison,-548,1929,196
Prison,-1626,1683,459
Prison,-2,270,223
Prison,-558,1598,292
Prison,-1137,3240,350
Prison,-3079,1752,323
Prison,-121,1450,180
Prison,-708,-214,642
Prison,-1424,-498,594
Prison,-1032,840,211
Prison,-1845,1417,135
Prison,66,1165,600
Prison,99,1507,559
Prison,-361,1360,220
Prison,-1300,862,656
Prison,-1003,890,497
Prison,108,294,492
Prison,-96,-40,401
Prison,374,-894,193
Prison,-1456,1131,196
Prison,-2121,3154,236
Prison,-2759,2046,326
Prison,784,878,208
Prison,1692,668,240
Prison,-4460,15,179
Prison,-4378,163,342
Prison,-1736,215,253
Prison,-1454,2011,479
Prison,-3144,2068,401
Prison,-1946,3095,130
Prison,-2770,-110,589
Prison,-2803,16,431
Prison,1269,1304,539
Prison,2571,1569,183
Prison,2043,1325,126
Prison,-2982,-1588,292
Prison,-1562,-658,472
Prison,-1817,2056,194
Observatory,-3211,2765,293
Observatory,-1187,-266,199
Observatory,368,-1249,488
Observatory,-2562,-1988,-72
Observatory,-1711,-1490,539
Observatory,-3946,4575,125
Observatory,3770,1652,-75
Observatory,3734,1483,-5
Observatory,5593,-45,-214
Observatory,-859,2054,1090
Observatory,626,362,281
Observatory,2562,-2928,-466
Observatory,-1735,2597,485
Observatory,3515,835,198
Observatory,-1411,1487,651
Observatory,-943,-1973,577
Observatory,-207,-2436,441
Observatory,-2757,-150,214
Observatory,256,-370,703
Observatory,862,-1091,627
Observatory,-2374,-169,388
Observatory,6273,-620,-471
Observatory,-1002,-150,478
Observatory,1688,1538,870
Observatory,1909,1536,707
Observatory,3415,388,256
Observatory,-1048,-1883,228
Prison,-275,551,558
Prison,-673,2432,703
Prison,-2177,-345,529
Prison,-2889,216,479
Prison,-2002,3072,517
Prison,-2362,3123,489
Prison,-965,3069,511
Prison,749,2855,831
Prison,-361,2627,263
Prison,708,3057,885
Prison,1233,2454,966
Prison,-1851,907,945
Prison,3328,-317,336
Prison,-1633,1674,361
Prison,-1131,854,972
Prison,1200,1325,127
Prison,-831,736,544
Prison,-419,1113,525
Prison,-1427,153,535
Prison,716,304,250
Prison,123,332,171
Prison,-553,103,96
Prison,-547,124,57
Prison,-1336,-249,356
Prison,-606,2554,415
Prison,-3542,1497,125
Prison,-157,1059,401
Prison,-228,786,528
Prison,-2751,1153,511
Prison,-172,781,204
Prison,-2004,-729,724
Prison,-497,153,646
Prison,91,1207,368
Prison,-281,1525,241
Prison,-91,691,393
Prison,-504,1428,534
Prison,138,-1108,-115
Prison,644,93,949
Prison,-976,598,126
Prison,-658,-322,476
Prison,-880,86,128
Prison,-518,927,-114
Prison,-898,1113,720
Prison,364,-410,566
Prison,362,565,152
Prison,447,-23,513
Prison,-469,1195,785
Prison,427,211,216
Prison,-1760,529,287
Prison,-708,-1,496
Prison,-43,290,542
Prison,95,542,508
Prison,265,628,458
Prison,-1231,470,358
Prison,-1153,297,383
Prison,116,745,129
Prison,-72,-1940,1091
Prison,-1372,-1166,936
Prison,-1508,-39,531
Prison,-246,1242,473
Prison,-711,1398,361
Prison,1429,1413,422
Prison,567,2615,609
Prison,-479,1596,239
Prison,-24,870,381
Prison,-1072,171,582
Prison,-725,4,590
Prison,-131,855,407
Prison,521,-662,182
Prison,-1361,65,186
Prison,-166,1021,266
Prison,189,491,419
Prison,134,7,349
Prison,-390,66,422
Prison,-295,2686,217
Prison,-148,707,250
Prison,-622,1828,198
Observatory,-3656,-2639,-152
Observatory,863,-2530,407
Observatory,734,-1955,220
Observatory,-553,-2187,485
Observatory,-2973,-1037,-379
Observatory,-3227,-2854,-197
Observatory,6323,2161,-369
Observatory,-122,-2139,341
Observatory,-510,-810,131
Observatory,393,-2092,324
Observatory,420,-1880,583
Observatory,-1029,1588,222
Observatory,-4599,-3467,-319
Observatory,-1228,-2159,243
Observatory,6416,504,-184
Observatory,-1960,2527,430
Prison,1052,68,858
Prison,157,-30,757
Prison,459,-141,703
Prison,2013,118,802
Prison,-3790,1818,317
Prison,-2314,2740,300
Prison,51,1038,224
Prison,-1026,154,687
Prison,-223,1164,303
Prison,3215,748,188
Prison,-4190,1079,219
Prison,-2755,16,509
Prison,-1195,-156,741
Prison,-2094,1842,450
Prison,-2087,2134,257
Prison,29,2633,439
Prison,-1551,3106,274
Prison,128,149,236
Prison,-1115,-1229,457
Prison,-5536,437,46
Prison,-583,2269,354
Prison,-273,1338,569
Prison,123,154,158
Prison,-4124,-346,423
Prison,-2998,-915,268
Prison,-1223,798,305
Prison,5,1522,173
Prison,1758,1745,500
Prison,-172,-320,476
Prison,1172,1009,190
Prison,2621,1422,125
Prison,651,47,312
Prison,-782,-945,355
Stadium,4582,2161,145
Stadium,4971,356,321
Stadium,5924,-1429,3472
Stadium,6772,-955,1974
Stadium,4264,545,-855
Stadium,3064,191,-1337
Stadium,5644,-3156,-143
Stadium,8587,-6122,6862
Stadium,3184,156,619
Stadium,4269,1412,2214
Stadium,4388,853,-328
Stadium,3677,1392,-2312
Stadium,3922,-743,2422
Stadium,4535,39,-2381
Stadium,4490,1193,-1847
Stadium,4911,1123,558
Stadium,4828,588,-570
Stadium,5004,1384,1194
Stadium,5000,1731,698
Stadium,4614,99,-498
Stadium,4473,1339,964
Stadium,5065,1070,1074
Stadium,3829,1937,1390
Stadium,4219,1675,1132
Stadium,5509,2354,1533
Stadium,4472,2994,534
Stadium,3901,4013,1086
Stadium,4816,678,-652
Stadium,4851,759,990
Stadium,4656,255,992
Stadium,4448,400,-1386
Stadium,4750,324,741
Stadium,3550,-1128,722
Stadium,4193,48,3576
Stadium,4320,-614,3789
Stadium,4456,-72,3486
Stadium,5099,-1129,1023
Stadium,3049,967,5182
Stadium,5098,-1102,2140
Stadium,4696,595,4602
Stadium,3435,1050,1934
Stadium,3432,3017,2831
Stadium,3972,1865,3699
Stadium,4214,1506,399
Stadium,4293,1741,-2655
Stadium,4813,747,632
Stadium,3179,1607,950
Stadium,4434,-1172,324
Stadium,1449,-1862,2050
Stadium,1608,-2147,817
Stadium,4314,546,3169
Stadium,1359,-20,-2384
Stadium,312,1587,-2208
Stadium,1333,-14,-2514
Stadium,4282,802,-2312
Stadium,3023,1385,-2518
Stadium,2712,409,391
Stadium,2030,-181,1919
Stadium,1846,-22,1969
Stadium,3551,822,1128
Stadium,3324,570,2673
Stadium,2715,1931,-1525
Stadium,2302,3962,-771
Stadium,4231,2587,2274
Stadium,1662,91,-1650
Stadium,4043,-1152,-772
Stadium,4652,-771,32
Stadium,4419,-733,5261
Stadium,4298,-37,-989
Stadium,4382,943,-1284
Stadium,5184,1365,-1324
Stadium,5548,-537,-1878
Stadium,820,-683,-688
Stadium,3533,-4478,1789
Stadium,4220,-4942,1234
Stadium,3452,-1107,3152
Stadium,3013,-819,3135
Stadium,4211,-732,2935
Stadium,4448,-960,2771
Stadium,1486,-2808,1039
Stadium,867,-2106,-639
Stadium,1440,-2153,1019
Stadium,-944,-2335,34
Stadium,3886,-614,-1856
Stadium,1345,339,3079
Stadium,2398,1389,-1239
Stadium,8478,-3241,-3670
Stadium,5591,462,-2700
Stadium,5804,-297,-3426
Stadium,6837,2515,1661
Stadium,2486,4323,-398
Stadium,7420,3622,1289
Stadium,1301,4562,-2640
Stadium,1873,4145,264
Stadium,2433,909,1036
Stadium,4498,3493,-2179
Stadium,4304,3064,-2505
Stadium,2546,980,-2770
Stadium,4513,-1283,-205
Stadium,4564,-2625,967
Stadium,3058,-962,1325
Stadium,2016,-2145,-198
Stadium,1991,-1830,1020
Stadium,1984,-130,-1067
Stadium,575,4302,-583
Stadium,2898,2535,1715
Stadium,3675,214,1160
Stadium,2721,729,-319
Stadium,2837,2631,2515
Stadium,2228,3284,2217
Stadium,3372,2798,630
Stadium,4082,2098,-1590
Stadium,3278,1325,1219
Stadium,4371,1926,346
Stadium,3231,3010,684
Stadium,3564,3013,1029
Stadium,3100,3202,86
Stadium,4008,3797,1211
Stadium,5134,232,2489
Stadium,4475,1603,526
Stadium,4846,1309,999
Stadium,930,2412,-1948
Stadium,4227,1517,294
Stadium,6002,1603,-694
Stadium,4888,3326,138
Stadium,8045,4295,-1296
Stadium,2629,2774,-346
Stadium,3907,3052,2617
Stadium,6348,622,2698
Stadium,5506,1464,3677
Stadium,4985,1676,3270
Stadium,4919,1626,-2636
Stadium,2875,3322,-2912
Stadium,4947,3709,-1377
Stadium,3594,2787,-2490
Stadium,5646,5768,-1832
Stadium,3602,725,-811
Stadium,4059,1432,1179
Stadium,2670,2041,-2269
Stadium,3392,1373,4725
Stadium,3456,1340,4840
Stadium,2486,2177,3654
Stadium,2345,1901,1187
Stadium,2239,3447,2327
Stadium,2394,2041,863
Stadium,2700,1579,723
Stadium,3855,2136,-2062
Stadium,2525,2325,2942
Stadium,4043,-658,-698
Stadium,3286,1402,-2367
Stadium,7376,1246,5855
Stadium,5204,-593,1725
Stadium,5012,-2504,1966
Stadium,5080,-1481,-390
Stadium,4143,81,-285
Stadium,4491,-467,1487
Stadium,5362,-2747,-614
Stadium,4607,233,1159
Stadium,4289,-489,-29
Stadium,5788,228,61
Stadium,5656,698,-1058
Stadium,5554,1027,-1452
Stadium,1657,4025,13
Stadium,2636,588,322
Stadium,2622,-102,146
Stadium,4369,2564,426
Stadium,5430,2034,3157
Stadium,6148,3226,2427
Stadium,3486,1566,365
Stadium,6229,2757,1113
Stadium,2513,-422,1743
Stadium,3120,2817,1295
Stadium,3166,2391,233
Stadium,2892,2962,2370
Stadium,955,2639,92
Stadium,1431,868,-1246
Stadium,1630,545,-2766
Stadium,2533,856,-2276
Stadium,6207,230,-596
Stadium,7253,1598,530
Stadium,6973,1524,654
Observatory,1714,-1617,232
Observatory,1522,-2859,-62
Observatory,-423,234,762
Observatory,1928,-1590,-474
Observatory,-370,-1327,306
Observatory,673,-260,742
Observatory,-1289,1508,402
Observatory,-563,1251,840
Observatory,-584,1481,1031
Observatory,-385,1154,416
Observatory,-1995,-152,132
Observatory,-1059,409,662
Observatory,1629,-151,633
Observatory,1051,212,132
Observatory,1260,-58,363
Observatory,-627,433,448
Observatory,-2689,-1713,-315
Observatory,430,-1977,-122
Observatory,-1804,21,239
Observatory,-2911,-1370,-340
Observatory,-2932,-2373,-63
Observatory,-3657,-2826,408
Observatory,-4128,2919,166
Observatory,-2703,2631,250
Observatory,-4668,2773,127
Observatory,-2426,2576,176
Observatory,-1908,1896,764
Observatory,-1809,1817,855
Observatory,-1258,1429,475
Observatory,-773,-465,157
Observatory,-706,-1062,292
Observatory,-752,-1293,256
Observatory,-1171,-2253,527
Observatory,941,-19,578
Observatory,445,-181,617
Observatory,1133,-1524,571
Observatory,2513,-110,253
Observatory,2512,243,400
Observatory,-1555,-2694,295
Observatory,-1940,-1804,-34
Observatory,-2604,-2647,48
Observatory,6323,2161,-369
Observatory,2321,257,212
Observatory,3614,1107,68
Observatory,-1069,1650,778
Observatory,-1783,1974,448
Observatory,-1689,3041,1022
Observatory,-585,2493,1282
Observatory,2928,-2579,301
Observatory,1902,-2065,193
Observatory,2438,-2251,649
Observatory,1554,-2766,-314
Observatory,1907,-2917,-63
Observatory,2136,-2924,-226
Observatory,166,2168,182
Observatory,568,638,384
Observatory,2324,66,290
Observatory,-2982,3551,749
Observatory,-582,2785,1606
Observatory,-1221,2587,1047
Observatory,1828,-2975,113
Observatory,-4821,-1895,-406
Outpost,-1258,871,382
Outpost,2477,-505,749
Outpost,1250,-448,698
Outpost,-1955,-1423,2917
Outpost,360,-1110,1018
Outpost,915,-411,1278
Outpost,-2346,-1444,2014
Outpost,-1454,-1114,1628
Outpost,987,-2003,3119
Outpost,-263,681,1212
Outpost,148,682,1514
Outpost,208,-680,1554
Outpost,-1734,-1248,1275
Outpost,858,-2574,1117
Outpost,-1475,-213,1287
Outpost,1132,-1736,2401
Outpost,-771,-129,1713
Outpost,-1747,-367,641
Outpost,-1106,-1642,1064
Stadium,3624,815,405
Stadium,3856,1342,-452
Outpost,-8889,192,942
Prison,47,385,430
Prison,-1802,-471,713
Prison,-2325,849,188
Prison,246,-87,249
Prison,-9,694,942
Prison,246,1056,463
Prison,-531,1532,495
Prison,-1869,1274,125
Prison,-917,-307,512
Prison,196,911,185
Prison,-68,210,371
Prison,-830,-1892,385
Prison,-1346,-1452,760
Prison,210,-1609,925
Prison,-2,453,461
Prison,-1188,190,637
Prison,421,386,528
Prison,-2040,-1724,635
Prison,-1421,1299,504
Prison,353,301,773
Prison,-1566,-66,651
Prison,-1353,874,134
Prison,135,-265,374
Prison,-607,1218,222
Prison,-1580,1232,428
Prison,-496,1904,536
Prison,18,1067,156
Prison,-563,-100,125
Prison,588,511,160
Prison,-1638,1510,300
Prison,-104,860,767
Prison,-834,-632,311
Prison,-760,-1620,1172
Prison,-1605,-1711,850
Prison,-400,-1201,688
Prison,-686,-160,539
Prison,-4164,704,203
Prison,-1365,-114,688
Prison,-3416,-702,288
Prison,-3326,-791,126
Prison,738,839,220
Prison,-34,-4,191
Prison,-32,1298,342
Prison,1059,1083,253
Prison,290,177,137
Prison,25,115,451
Prison,508,-426,135
Prison,-1321,739,312
Prison,555,1344,125
Prison,-68,1091,162
Prison,-598,1400,127
Prison,-113,797,505
Prison,531,604,235
Prison,760,1246,471
Prison,-834,1181,924
Prison,-87,1235,235
Prison,-217,1376,200
Prison,-547,1279,792
Prison,-1421,1298,502
Prison,-1847,328,333
Prison,-1239,1084,369
Prison,976,2546,426
Prison,-3605,1653,361
Prison,-2366,2606,281
Prison,-1772,3052,676
Prison,-886,2423,609
Prison,1199,2360,536
Prison,1115,2522,325
Prison,-2091,-1320,744
Prison,1490,1679,320
Prison,2994,-28,255
Prison,-1524,712,498
Prison,356,-285,600
Prison,1370,2141,349
Prison,-571,1296,134
Prison,349,1468,152
Prison,389,776,974
Prison,1656,1533,354
Prison,299,674,520
Prison,756,197,287
Prison,1182,2571,368
Prison,-175,462,483
Prison,-2433,1425,126
Prison,-928,1174,333
Prison,-1188,1111,309
Prison,-2180,-1094,665
Prison,202,30,306
Prison,341,641,310
Prison,808,2436,351
Prison,1115,1730,339
Prison,227,458,628
Prison,338,1113,284
Prison,1121,1804,325
Prison,612,721,246
Prison,714,1281,289
Prison,1394,1409,277
Prison,625,-590,127
Prison,1119,1692,409
Prison,-2189,-1087,593
Prison,532,709,186
Prison,-336,1427,178
Prison,-1414,758,323
Prison,-1229,-246,290
Prison,-1346,-266,157
Prison,-1587,-17,512
Prison,-2384,-328,725
Prison,-1665,-1466,1080
Prison,-2340,-1104,184
Prison,-946,851,768
Prison,-1801,-80,578
Prison,-966,-22,630
Prison,-2730,156,737
Prison,-2568,-195,570
Prison,-2713,1251,539
Prison,-3007,955,352
Prison,-1795,-241,591
Prison,1451,2178,404
Prison,-1851,1919,594
Outpost,-683,505,1185
Outpost,896,-2983,1222
Outpost,-170,-2455,1071
Outpost,-1075,-378,429
Outpost,1971,-3094,758
Outpost,1273,-3246,8
Outpost,-1471,-2118,1342
Outpost,-837,-1861,779
Outpost,-601,-1452,894
Outpost,129,-1246,939
Outpost,-16339,-4818,1866
Outpost,410,-1006,440
Outpost,-804,-2248,923
Outpost,-326,552,732
Outpost,-1080,-107,627
Outpost,-598,-949,438
Outpost,-468,-621,868
Outpost,-968,-1744,859
Outpost,-1358,-835,1600
Outpost,90,-1853,52
Outpost,965,197,946
Outpost,-1472,178,1031
Outpost,433,-753,1679
Outpost,2472,1150,1098
Outpost,555,-210,1465
Outpost,-1729,74,1736
Outpost,-715,-798,1670
Outpost,-1459,-916,1683
Outpost,15587,1081,1097
Outpost,18,-260,982
Outpost,-326,-743,570
Outpost,627,-791,773
Outpost,326,-12,1289
Outpost,174,213,1718
Outpost,-763,-2122,1198
Outpost,-86,-1699,1469
Outpost,-1454,368,802
Outpost,-1674,976,1837
Outpost,-386,-1757,2073
Outpost,521,-1421,587
Outpost,151,-2208,1833
Outpost,-190,-2945,3034
Outpost,-1106,-1522,1662
Outpost,-98,-684,1436
Outpost,-886,-1180,1407
Outpost,-989,-1281,1408
Outpost,507,-1992,508
Outpost,383,-1665,797
Outpost,418,-2515,1201
Outpost,1209,-34,791
Outpost,-396,-175,1645
Outpost,-202,-782,1344
Outpost,241,-234,1786
Outpost,1451,-1007,1233
Outpost,-874,-1049,1227
Outpost,401,-1538,3620
Outpost,1492,-9,1702
Outpost,-218,-663,1468
Outpost,-1982,-905,1763
Outpost,-1447,-116,1803
Outpost,171,-741,1515
Outpost,2759,-2704,1978
Outpost,1596,-1596,1679
Outpost,-869,-1751,1771
Outpost,-1430,-2155,1844
Outpost,-167,-623,1226
Outpost,-472,-713,945
Outpost,36,-362,685
Outpost,2641,-2299,1380
Outpost,-720,-72,861
Outpost,-2506,259,2380
Outpost,499,279,1506
Outpost,-427,-122,1537
Outpost,1382,-364,2143
Outpost,-418,-730,816
Outpost,314,-1074,3782
Outpost,1357,-2148,1792
Outpost,-2139,-1733,1727
Outpost,1826,-1101,1518
Outpost,-2472,-851,1792
Outpost,531,-719,2403
Outpost,440,-2380,1916
Outpost,-301,-2451,2725
Outpost,-2834,-1804,2182
Outpost,12,-402,871
Outpost,364,434,2239
Outpost,-4882,-936,1560
Outpost,1453,-1348,1757
Outpost,3019,521,1727
Outpost,-3141,-59,2241
Outpost,-617,-1143,2641
Outpost,633,-1805,1613
Outpost,-1282,-416,3309
Outpost,1704,-203,1705
Outpost,-1215,229,1158
Outpost,-1292,181,1824
Outpost,-710,264,2420
Outpost,-1490,-2910,1830
Outpost,1778,-1265,1819
Outpost,625,-220,2011
Outpost,318,-1812,1812
Outpost,647,-2206,2506
Outpost,-428,-2323,1673
Outpost,-2851,-1630,1906
Outpost,-2358,-1557,1942
Outpost,66,-625,1782
Outpost,616,-2492,2248
Outpost,21232,1150,1098
Outpost,-2987,-953,954
Outpost,-3595,15625,927
Outpost,-325,-871,1565
Outpost,-1087,-787,1712
Outpost,1164,-1928,1474
Outpost,-802,-733,1763
Outpost,-274,-645,1475
Outpost,-115,-1837,1154
Outpost,-1895,-622,1740
Outpost,-229,551,1177
Outpost,2189,195,2588
Outpost,684,-1051,3324
Outpost,494,-1849,3405
Outpost,-13,-2386,1327
Outpost,-51,-855,2175
Outpost,824,638,1905
Outpost,-1536,-1400,1916
Outpost,1235,-1524,628
Outpost,2616,-2001,2192
Outpost,2369,-1621,1986
Outpost,618,-165,1439
Outpost,821,198,1366
Outpost,-1119,-1424,2203
Outpost,1443,-749,1674
Outpost,-914,477,1489
Outpost,-1064,-1495,2127
Outpost,-508,-2459,495
Outpost,2808,-2372,2895
Outpost,-610,-1399,1210
Outpost,-1641,563,861
Outpost,534,-1251,1680
Outpost,-2306,-856,1761
Outpost,1192,-1180,1602
Outpost,-2177,-1950,1733
Outpost,1873,-375,2083
Outpost,1249,-1575,1860
Outpost,40,529,1600
Outpost,156,-26,1334
Outpost,-1423,-977,1695
Outpost,-1297,2760,648
Outpost,-3163,-954,536
Outpost,-1653,435,1721
Outpost,3725,-1400,507
Outpost,-272,-2376,1684
Outpost,-12701,-2730,846
Outpost,-650,-2007,1858
Outpost,-1184,-1807,2137
Outpost,-2529,-3216,2722
Outpost,-1063,-1281,2010
Outpost,2981,-831,2323
Outpost,1365,647,2437
Outpost,-1933,1525,1037
Outpost,-2306,1455,1077
Outpost,-1158,-198,1701
Outpost,-646,-103,1560
Outpost,-1130,-254,1977
Outpost,1242,-716,2325
Prison,-1873,2270,267
Prison,-2299,2436,194
Prison,-2133,2335,270
Prison,-1561,-1338,883
Prison,-1409,-612,535
Prison,-1114,8,227
Prison,-1682,1297,339
Prison,-1625,492,587
Prison,-1654,116,483
Prison,2060,3262,941
Prison,-1882,-774,128
Prison,-1752,-687,172
Prison,-1795,1689,520
Prison,-1427,-1469,626
Prison,-1773,-8,228
Prison,3032,-625,375
Prison,3140,936,224
Prison,-3196,535,219
Prison,-2152,2250,568
Prison,-1145,154,240
Prison,-1628,1601,489
Prison,-1894,1378,314
Prison,-4332,1908,270
Prison,1438,2002,627
Prison,1330,2106,457
Prison,1266,2026,682
Prison,1162,1641,367
Prison,2348,1307,387
Prison,2987,1413,354
Prison,1541,-388,941
Prison,-976,139,781
Prison,-463,247,669
Prison,-1062,-70,226
Prison,-2013,3356,151
Prison,-659,2005,660
Prison,-503,1518,439
Prison,-1682,1773,404
Prison,-672,1706,519
Prison,-672,1680,189
Prison,-1533,637,503
Prison,-1306,1219,372
Prison,-5376,1367,376
Prison,394,1107,620
Prison,-2306,2035,390
Prison,1150,-572,128
Prison,-1637,1851,220
Prison,-184,1203,364
Prison,-1123,934,511
Prison,-998,76,663
Prison,204,1377,284
Prison,980,-526,570
Prison,-875,11,232
Prison,290,43,131
Prison,-2441,3046,307
Prison,-511,1911,230
Prison,-608,1585,224
Prison,-2828,2220,301
Prison,-191,-307,568
Prison,231,-316,127
Prison,-240,67,263
Prison,-1416,-1394,210
Prison,-1570,-118,556
Prison,-2316,-935,128
Prison,-1473,1417,960
Observatory,-4714,-1672,-181
Observatory,2412,154,186
Observatory,-1137,2577,433
Observatory,-505,2207,1105
Observatory,4694,-1725,-332
Observatory,-2775,2648,474
Observatory,-877,3123,1074
Observatory,2518,651,294
Observatory,2456,-2175,195
Observatory,-6241,1420,271
Observatory,1356,49,726
Observatory,-1648,398,475
Observatory,-1520,2549,436
Observatory,-557,52,527
Observatory,3787,1538,-19
Observatory,-1875,2064,126
Observatory,-1604,466,178
Observatory,-688,2576,573
Observatory,1003,268,330
Observatory,-2809,2558,380
Observatory,2041,333,355
Observatory,-702,1282,497
Observatory,2305,1915,252
Observatory,-5458,2535,303
Observatory,-3261,-2543,230
Observatory,765,-674,625
Observatory,-736,-162,613
Observatory,-300,-2537,166
Observatory,4909,-1868,-298
Observatory,-255,3796,596
