map,x,y,z
Prison,-2471,1325,184
Prison,-108,1363,382
Prison,-2235,1958,372
Prison,-438,34,583
Prison,664,-99,679
Prison,-1394,-169,557
Prison,-1816,-1801,130
Prison,-1274,391,721
Prison,-1688,-682,607
Prison,-2156,-456,565
Prison,2673,1885,253
Prison,-2051,-1463,595
Prison,-3770,-1414,328
Prison,-2347,-1681,235
Prison,3116,2309,198
Prison,2969,1792,214
Prison,2826,1047,256
Prison,267,-938,780
Prison,-1766,1272,346
Prison,507,-1164,-113
Prison,-3915,1576,323
Prison,937,-1377,136
Prison,4144,1089,572
Prison,-2249,2061,235
Prison,-3325,2001,129
Prison,-1974,3362,753
Prison,-3386,382,293
Prison,-4141,1320,363
Prison,-3679,1637,322
Prison,1388,2625,550
Prison,-214,3262,862
Prison,-899,3198,791
Prison,-1010,3244,749
Prison,-78,996,493
Prison,96,849,571
Prison,-1750,-413,710
Prison,624,143,281
Prison,-171,-1499,1069
Prison,-3375,-1534,569
Prison,-2575,-1272,646
Prison,477,-1407,518
Prison,-927,-1735,320
Prison,780,-1080,-78
Prison,377,2744,790
Prison,48,31,644
Prison,784,-1531,220
Prison,657,-336,525
Prison,1384,676,294
Prison,1031,2468,741
Prison,1830,1206,475
Prison,-1607,-525,615
Prison,450,105,903
Prison,2101,1295,333
Prison,-4106,494,253
Prison,-600,2690,222
Prison,783,2427,492
Prison,-3014,965,213
Prison,-3196,1367,305
Prison,-1788,-203,613
Prison,1105,-1027,25
Prison,-1822,-866,386
Prison,-1937,-1808,409
Prison,1161,2430,355
Prison,-582,1161,157
Prison,3140,333,348
Prison,-2281,2036,404
Prison,1407,-488,317
Prison,296,-1634,545
Prison,-4246,-133,196
Prison,-602,-1320,735
Prison,-1799,-1758,197
Prison,-2142,2926,626
Prison,728,-1139,535
Prison,-642,-873,498
Prison,-67,2986,543
Prison,-2348,3185,187
Prison,-1295,3159,798
Prison,583,130,862
Prison,634,-214,610
Prison,793,2425,486
Prison,-4273,1038,267
Prison,-3774,-575,382
Prison,-3169,620,412
Prison,197,3149,692
Prison,2254,1390,244
Prison,1170,2106,447
Prison,-541,1810,342
Prison,-800,1411,341
Prison,-2293,2023,233
Prison,2126,998,547
Prison,2322,181,162
Prison,2089,51,297
Prison,-5747,802,280
Prison,-1108,2796,683
Prison,-3984,594,423
Prison,-3712,-736,144
Prison,1092,1439,320
Prison,772,1467,385
Prison,-2726,-532,683
Observatory,3126,2184,-71
Observatory,-1325,2249,260
Observatory,-1409,726,773
Observatory,3797,828,99
Observatory,1955,830,199
Observatory,-5191,2248,454
Observatory,-921,1547,379
Observatory,-1836,3003,410
Observatory,-5293,2796,443
Observatory,-4617,2934,142
Observatory,-4744,2510,471
Observatory,-160,2285,483
Observatory,-588,471,308
Observatory,-2191,2400,640
Observatory,-1954,-150,245
Observatory,819,2429,177
Observatory,-845,-609,271
Observatory,-1119,1482,434
Observatory,-523,1101,564
Observatory,-1417,2577,1126
Observatory,-670,746,640
Observatory,1064,-2065,-159
Observatory,1778,164,307
Observatory,3632,929,125
Observatory,3613,456,81
Observatory,2613,349,140
Observatory,-1872,-2344,393
Observatory,-5101,-1893,1
Observatory,-2968,-725,-59
Observatory,-877,678,661
Observatory,-1028,-1865,-20
Observatory,-567,179,-211
Observatory,-730,-330,397
Observatory,-3774,-2409,-403
Observatory,264,208,322
Observatory,678,-231,697
Observatory,-690,1721,378
Observatory,-1369,290,629
Observatory,-1750,573,395
Observatory,-621,1354,867
Observatory,-432,1343,818
Observatory,-4004,2773,126
Observatory,-5091,2517,314
Observatory,-1244,702,483
Observatory,76,-196,200
Observatory,-674,789,745
Observatory,206,1895,337
Observatory,879,242,301
Observatory,1319,152,414
Observatory,1573,89,536
Observatory,6314,-134,-435
Observatory,-1529,176,247
Observatory,-1525,745,161
Observatory,-867,496,441
Observatory,-4727,536,315
Observatory,-2676,-192,165
Observatory,1481,2713,-35
Observatory,259,609,378
Observatory,562,606,398
Observatory,-384,1674,483
Observatory,-662,792,530
Observatory,31,2040,520
Observatory,-1073,604,619
Observatory,-880,581,491
Observatory,-1018,2046,369
Observatory,842,-1174,621
Observatory,1009,21,384
Observatory,358,-132,704
Observatory,506,2883,298
Observatory,-34,517,450
Observatory,3032,2156,58
Observatory,1353,2187,22
Observatory,3112,1915,272
Observatory,2422,2086,199
Observatory,3748,1866,-23
Observatory,677,353,358
Observatory,-2752,295,331
Observatory,-1218,-160,173
Observatory,-2205,374,314
Observatory,830,160,746
Observatory,-1715,-191,292
Observatory,-2754,451,295
Observatory,904,113,486
Observatory,826,37,438
Observatory,1029,548,186
Observatory,990,-70,693
Observatory,1296,2338,193
Observatory,1524,2156,230
Observatory,1821,2280,186
Observatory,1997,738,335
Observatory,4910,385,-391
Observatory,1859,1239,207
Observatory,1677,166,450
Observatory,2028,-158,415
Observatory,1472,1621,125
Observatory,2055,558,231
Observatory,-1283,2329,231
Observatory,1155,378,262
Observatory,-856,3825,582
Observatory,2842,2213,21
Observatory,3114,1526,-49
Observatory,3925,1435,35
Observatory,3468,1008,102
Observatory,4700,1874,80
Observatory,-2748,2972,638
Observatory,4880,2490,98
Observatory,2061,980,424
Observatory,3416,495,111
Observatory,-944,-2460,209
Observatory,-682,-2367,253
Observatory,-885,-2247,125
Observatory,-688,1079,690
Observatory,207,614,125
Observatory,-1133,-224,466
Observatory,-1559,556,274
Observatory,-600,618,613
Observatory,327,393,160
Observatory,622,385,346
Observatory,410,377,269
Observatory,2435,278,412
Observatory,3594,823,-74
Observatory,2816,632,291
Observatory,661,593,189
Observatory,336,597,392
Observatory,734,-166,324
Observatory,-224,-280,326
Observatory,306,614,190
Observatory,-235,-178,321
Observatory,-1582,3393,173
Observatory,-222,3268,260
Observatory,-811,3062,476
Observatory,-4810,3175,194
Observatory,117,2209,1071
Observatory,-37,1833,247
Observatory,-1428,2316,288
Observatory,-729,1461,129
Observatory,-608,389,657
Observatory,1094,615,131
Observatory,1965,390,142
Observatory,1371,126,149
Observatory,5208,-258,-334
Observatory,4608,363,-90
Observatory,5691,-312,-429
Observatory,3885,741,-1
Observatory,683,-1779,-216
Observatory,-2480,-136,264
Observatory,-2811,-114,130
Observatory,-1783,394,341
Observatory,-819,397,668
Observatory,-2874,-2369,-125
Observatory,-2524,-2799,-470
Observatory,957,282,129
Observatory,-3988,358,210
Observatory,-3635,88,211
Observatory,-297,2797,288
Observatory,-665,3855,831
Observatory,2813,431,135
Observatory,-98,2198,651
Observatory,1509,2027,316
Observatory,1133,2482,152
Observatory,1245,2452,62
Observatory,3738,1454,52
Observatory,2323,2732,-73
Observatory,2856,2014,89
Observatory,2651,2137,145
Observatory,2551,2082,125
Observatory,-273,-306,541
Observatory,1396,2139,146
Observatory,1432,2138,98
Observatory,4758,1710,-10
Observatory,1503,2103,169
Observatory,2640,2345,117
Observatory,2490,2231,307
Observatory,3674,1595,-20
Observatory,3742,869,158
Observatory,-1275,3132,540
Observatory,-461,458,247
Observatory,-779,-354,293
Observatory,-1718,90,230
Observatory,-2275,-555,186
Observatory,-1221,641,512
Observatory,-1683,430,424
Observatory,279,-253,681
Observatory,4930,209,-445
Observatory,-1181,-2686,306
Observatory,-1429,-2350,206
Observatory,3846,1214,-73
Observatory,-1207,2209,804
Observatory,117,2037,681
Observatory,-906,3375,806
Stadium,1128,-1049,2304
Stadium,2735,-188,4134
Stadium,5004,-1876,459
Stadium,4957,-1865,556
Stadium,4805,-2690,1624
Stadium,4722,2632,1040
Stadium,3250,3846,1036
Stadium,5181,-2858,1078
Stadium,5215,-4309,2778
Stadium,3690,3214,-2003
Stadium,3085,-77,1848
Stadium,5014,3956,-1716
Stadium,3784,-1129,781
Stadium,3392,124,1152
Stadium,2702,2300,846
Stadium,5766,-1038,2554
Stadium,4431,4254,3073
Stadium,3903,3402,2065
Stadium,5249,2122,1561
Stadium,420,-51,-860
Stadium,411,-22,-805
Stadium,2834,1363,1627
Stadium,2755,3095,-2684
Stadium,3127,4259,-3364
Stadium,4852,-7,-2320
Stadium,3980,2555,-1045
Stadium,4315,1832,-1232
Stadium,4645,5174,-3112
Stadium,3512,1516,-891
Stadium,440,1095,5
Stadium,3662,2504,847
Stadium,3826,3410,-1855
Stadium,4970,3906,566
Stadium,110,2706,-3419
Stadium,4443,5381,1423
Stadium,-29,3089,1414
Stadium,4327,-3171,-591
Stadium,5312,-400,-1173
Stadium,5210,299,-168
Stadium,-1688,2093,3143
Stadium,4474,1555,342
Stadium,5112,1266,-32
Stadium,2639,-697,-2050
Stadium,2915,-2746,-67
Stadium,5908,302,2069
Stadium,5984,682,2539
Stadium,6039,1658,2843
Stadium,6412,500,3593
Stadium,4123,-725,318
Stadium,6571,1181,1129
Stadium,5298,-1316,2454
Stadium,5680,1356,1585
Stadium,5238,743,634
Stadium,5659,-371,-452
Stadium,4929,298,-42
Stadium,6221,3710,1206
Stadium,4255,2052,131
Stadium,7275,2806,-287
Stadium,7056,1838,-1401
Stadium,3641,-506,-408
Stadium,2838,-333,-1054
Stadium,5479,-141,-1636
Stadium,5759,822,-685
Stadium,7813,2420,-1314
Stadium,5608,-1599,461
Stadium,4056,654,759
Stadium,3690,3214,-2003
Stadium,6638,1291,-3173
Stadium,844,-702,952
Stadium,1418,-648,931
Stadium,736,-720,439
Stadium,372,-56,253
Stadium,924,1498,-1361
Stadium,3605,2800,-1842
Stadium,3225,1919,-667
Stadium,3221,1753,-2395
Stadium,424,242,290
Stadium,3335,72,-3059
Stadium,3396,1700,-2231
Stadium,5311,-1333,1691
Stadium,5282,-1689,5381
Stadium,4059,-2040,4371
Stadium,3632,3088,-597
Stadium,4590,2946,-877
Stadium,4807,3112,-467
Stadium,3048,3106,1070
Stadium,3556,2094,-32
Stadium,3690,3214,-2003
Stadium,1826,1934,-471
Stadium,1578,2769,-813
Stadium,-119,1408,-1597
Stadium,4190,2722,-608
Stadium,5494,2761,-1897
Stadium,5341,1680,1341
Stadium,6214,3019,993
Stadium,1625,1054,901
Stadium,2094,1983,-656
Stadium,1917,1934,-640
Stadium,3336,1414,57
Stadium,4349,1714,476
Stadium,3579,1552,-17
Stadium,2195,2989,1486
Stadium,4230,1084,291
Stadium,1963,2585,1549
Stadium,2374,-126,2762
Stadium,-173,-1298,645
Stadium,3199,1978,-2437
Stadium,-779,44,-143
Stadium,2477,4876,-2973
Prison,-1287,1032,538
Prison,-1777,1767,391
Prison,-1543,-1831,438
Prison,-6350,1200,300
Prison,50,-1265,450
Prison,-366,-539,461
Prison,1261,73,674
Prison,-3388,-784,365
Prison,-1680,-534,227
Prison,-1980,-796,294
Prison,-1935,-1990,710
Prison,-2744,-1245,537
Prison,-2726,-960,240
Prison,-3216,-1532,251
Prison,-2862,-760,627
Prison,-2189,-740,436
Prison,-2963,-797,194
Prison,-3949,-1391,295
Prison,1082,1280,161
Prison,770,649,243
Prison,-34,662,189
Prison,-3080,2179,278
Prison,-2241,2629,405
Prison,-512,1299,266
Prison,154,272,308
Prison,-1374,1065,185
Prison,-1718,1725,307
Prison,-3024,370,273
Prison,-1022,86,872
Prison,-1541,984,141
Prison,-1881,1949,511
Prison,-1352,195,366
Prison,-562,64,846
Prison,-3827,-271,196
Prison,-4099,196,153
Prison,-1551,923,363
Prison,-1782,1684,563
Prison,-1436,1595,640
Prison,-1416,1489,440
Prison,-2227,2470,128
Prison,-1631,1567,341
Prison,-1723,2107,210
Prison,136,216,230
Prison,717,-675,233
Prison,585,-655,184
Prison,608,176,288
Prison,-1406,801,821
Prison,315,360,278
Prison,243,1462,184
Prison,-1346,-126,327
Prison,-1771,1259,254
Prison,-1796,1718,222
Prison,-2935,752,152
Prison,-1802,1300,255
Prison,-1928,1902,337
Prison,-4336,1113,147
Prison,-2787,2054,306
Prison,-1766,1513,195
Prison,-1597,1555,665
Prison,-1780,1941,333
Prison,-3248,1078,129
Prison,-1899,1222,135
Prison,-2777,814,304
Prison,-1792,-152,134
Prison,-1272,-1751,744
Prison,-2381,2791,308
Prison,-1296,2910,479
Prison,-1472,906,539
Prison,-609,1796,481
Prison,-1312,897,214
Prison,-684,1391,334
Prison,-1448,-450,768
Prison,-1310,-158,274
Prison,-1538,733,193
Prison,-4027,138,180
Prison,-3676,2067,452
Prison,-4509,1233,351
Prison,1558,1591,355
Prison,1656,1888,483
Prison,-39,118,480
Prison,363,202,260
Prison,-840,540,526
Prison,-798,77,579
Prison,-1538,-1829,142
Prison,-2790,-1747,307
Prison,-4013,-1360,339
Prison,-3356,-804,309
Prison,-2532,1501,183
Prison,-3893,-422,253
Prison,-4195,430,262
Prison,-3819,1514,208
Prison,-4173,1173,180
Prison,-2523,2157,492
Prison,-2374,2548,228
Prison,-3382,2047,369
Prison,-2158,2337,319
Prison,-1337,2913,272
Prison,-4200,1563,179
Prison,-3228,2230,228
Prison,597,854,258
Prison,369,1217,925
Prison,-152,873,596
Prison,1546,133,726
Prison,-1052,-2,429
Prison,-2516,-1117,401
Prison,1282,2267,365
Prison,-3954,-1242,294
Prison,-4209,2147,323
Prison,-4539,923,335
Prison,-4143,838,294
Prison,-4982,1395,524
Prison,-4241,517,291
Prison,-1398,2951,260
Prison,-674,2428,125
Prison,-479,2081,266
Prison,-73,2626,395
Prison,-507,2175,447
Prison,-3058,-817,177
Prison,-663,1088,377
Prison,-2226,-1224,390
Prison,-2154,-1749,92
Prison,-2776,-1123,441
Prison,-3965,-445,296
Prison,-3744,-1284,276
Prison,-3360,-661,244
Prison,-2304,-724,656
Prison,-1564,347,630
Prison,-633,210,639
Prison,3011,2007,305
Prison,-1203,981,357
Prison,-847,-1263,838
Prison,-389,377,585
Prison,38,-1327,567
Prison,-345,-47,260
Prison,-342,-1456,582
Prison,251,-1315,362
Prison,1340,-886,1174
Prison,1117,-899,1015
Prison,338,-1086,-199
Prison,314,-341,499
Prison,482,81,514
Prison,1022,-274,600
Prison,183,666,184
Prison,234,977,176
Prison,19,595,445
Prison,1099,-873,320
Prison,2776,760,446
Prison,2601,813,279
Prison,2479,585,341
Prison,2860,-673,389
Prison,3733,-550,511
Prison,2566,670,250
Prison,2686,288,268
Prison,4200,1000,400
Prison,3058,2011,217
Prison,-672,1876,269
Prison,-1013,2736,131
Prison,-1289,3238,345
Prison,-263,2614,488
Prison,-1042,223,702
Prison,794,3200,776
Prison,-1656,930,877
Prison,421,974,613
Prison,-1445,919,456
Prison,-3006,-19,485
Prison,-2044,-362,525
Prison,-714,-228,148
Prison,-716,-237,482
Prison,859,-216,649
Prison,1191,71,932
Prison,528,680,255
Prison,384,-1036,247
Prison,-259,-57,958
Prison,-3505,1824,363
Prison,-404,606,549
Prison,-1439,1199,490
Prison,-120,1028,134
Prison,395,423,961
Prison,-538,612,765
Prison,2260,1528,279
Prison,-1851,1890,897
Prison,-896,-1457,572
Prison,1012,1749,389
Prison,277,-100,345
Prison,1719,1885,630
Prison,1544,1774,392
Prison,768,865,269
Prison,603,766,368
Prison,-1615,937,392
Prison,-667,1792,361
Prison,-996,1051,372
Prison,-1535,1350,225
Prison,-1418,-209,287
Prison,-1024,87,180
Prison,-972,120,180
Prison,1963,-162,419
Prison,-729,1530,132
Prison,-1464,1082,251
Prison,-1827,1028,280
Prison,-1550,1444,243
Prison,-818,1310,505
Prison,-2179,-419,594
Prison,-991,-148,184
Prison,265,1346,724
Prison,-1702,900,485
Prison,-1230,-61,257
Prison,-665,-187,260
Prison,-1391,1012,361
Prison,303,-126,272
Prison,-1151,854,134
Prison,-369,-122,598
Prison,323,-526,283
Prison,120,351,711
Prison,-1816,-29,550
Prison,-2307,-562,761
Prison,-4925,307,96
Prison,-2792,572,280
Prison,-1676,1044,562
Prison,-1534,977,536
Prison,1515,2117,441
Prison,-1961,1939,334
Prison,-1777,1677,583
Prison,-3052,2063,395
Prison,-885,1379,266
Prison,-1040,1309,183
Prison,3258,-313,386
Prison,-4723,1234,315
Prison,-168,-88,144
Prison,667,3015,757
Prison,-4845,1475,668
Prison,574,735,399
Prison,-176,61,469
Prison,-678,3195,798
Prison,750,-202,683
Prison,-70,-129,458
Prison,133,-474,757
Prison,-2487,1402,270
Prison,214,291,631
Prison,269,371,634
Prison,-1271,1166,425
Prison,45,981,356
Prison,431,544,421
Prison,-678,3195,798
Prison,1296,727,152
Prison,1152,901,271
Prison,-156,17,339
Prison,-385,-216,427
Prison,611,811,235
Prison,888,2690,580
Prison,429,2840,618
Prison,-430,2040,299
Prison,-1474,268,561
Prison,-428,1718,724
Prison,-1226,-1943,442
Prison,-1408,1329,583
Prison,499,-763,197
Prison,-331,-1510,775
Prison,516,-146,769
Prison,936,174,840
Prison,1042,-348,924
Prison,-3215,490,172
Prison,2035,972,404
Prison,1865,1353,288
Prison,1552,1671,195
Prison,1508,1769,274
Prison,959,1169,361
Prison,2333,1358,177
Prison,2823,1475,390
Prison,-1517,155,250
Prison,2400,141,379
Prison,-109,442,234
Prison,-1340,1238,336
Prison,-1215,1315,226
Prison,-1904,1182,306
Prison,614,1051,296
Prison,-1332,249,520
Prison,-1673,1278,365
Prison,-1517,51,533
Prison,-1260,-39,358
Prison,-1313,-1209,325
Prison,288,35,399
Prison,-1812,-608,363
Prison,132,346,542
Prison,-485,-230,159
Prison,-1105,287,845
Prison,-1000,268,450
Prison,66,1062,470
Prison,-1427,1507,497
Prison,-631,828,537
Prison,1340,3019,633
Prison,-139,2859,400
Prison,-634,1999,527
Prison,334,2710,433
Prison,-3917,2202,220
Prison,-3664,1916,313
Prison,-2785,2083,320
Prison,-556,-1143,996
Prison,510,1397,217
Prison,496,1399,320
Prison,160,1535,263
Prison,122,1308,430
Prison,-1405,1098,243
Prison,-1318,-836,671
Prison,-1742,683,260
Prison,736,1188,187
Prison,705,834,138
Prison,462,571,244
Prison,876,960,164
Prison,-540,-986,320
Prison,-1165,305,266
Prison,-1347,492,146
Prison,-865,-54,555
Prison,-863,1164,157
Prison,-1225,478,259
Prison,-1531,1335,176
Prison,-370,574,530
Prison,-879,1233,315
Prison,-1560,1291,163
Prison,-1266,830,463
Prison,-1803,884,595
Prison,-2257,999,180
Prison,-2028,1117,348
Prison,-4216,555,305
Prison,-660,35,249
Prison,-1232,-519,392
Prison,-1615,432,214
Prison,-537,-108,571
Prison,-240,1403,149
Prison,290,133,178
Prison,970,1088,212
Prison,1304,972,263
Prison,679,1083,175
Prison,639,1284,287
Prison,-1677,1399,194
Prison,-12,274,746
Prison,-61,647,582
Prison,-164,669,405
Prison,-1001,101,446
Prison,-1293,1146,481
Prison,-606,-1111,385
Prison,-4981,1340,482
Prison,-3959,-321,266
Prison,-3849,-295,251
Prison,2133,1401,225
Prison,-3905,-823,171
Prison,-3399,136,472
Prison,230,-1163,145
Prison,-4218,-35,237
Prison,-158,-1184,329
Prison,584,675,164
Prison,268,1560,518
Prison,700,1253,178
Prison,15,3104,373
Prison,-308,1332,329
Prison,-945,871,473
Prison,539,-39,171
Prison,-3010,1827,331
Prison,426,3238,784
Prison,-927,-1625,402
Prison,542,-1511,109
Prison,-880,-1345,532
Prison,2026,3154,903
Prison,2956,-23,370
Prison,2698,1543,184
Prison,2362,2282,264
Prison,2753,2373,136
Prison,3085,2160,265
Prison,-369,1242,169
Prison,2631,-543,327
Prison,151,1294,748
Prison,-4703,276,158
Prison,80,1198,481
Prison,-1902,-1398,218
Prison,-184,-1542,960
Prison,-668,1372,847
Prison,-26,2425,349
Prison,503,-1658,505
Prison,387,-1365,520
Prison,966,2188,497
Prison,-1927,-729,518
Prison,2286,1303,398
Prison,-3870,-1043,233
Prison,-4377,1443,453
Prison,-3363,-1388,66
Prison,-4341,996,384
Prison,-4810,1360,435
Prison,105,-167,478
Prison,76,467,414
Prison,309,53,336
Prison,988,-1730,909
Prison,1030,2390,490
Prison,771,683,127
Prison,803,-355,669
Prison,1767,173,694
Prison,2027,33,466
Prison,2025,4,510
Prison,2426,1391,141
Prison,1778,1822,492
Prison,-1497,-1614,792
Prison,-2577,727,282
Prison,-2505,-966,257
Prison,-1012,1294,283
Prison,-651,1405,908
Prison,878,2929,675
Prison,260,2563,554
Prison,1187,2008,328
Prison,1874,425,410
Prison,1771,1056,149
Prison,-3570,-1749,392
Prison,-3963,-653,480
Prison,-3917,2202,220
Prison,-1679,1267,171
Prison,779,515,208
Prison,-1776,618,423
Prison,-883,71,222
Prison,173,208,126
Prison,-3804,1471,129
Prison,-3953,1902,350
Prison,-4423,777,246
Prison,-4159,2157,276
Prison,-4150,1265,297
Prison,-4368,1295,270
Prison,-2553,1997,243
Prison,-2988,1778,355
Prison,1441,2452,822
Prison,-239,2858,502
Prison,-493,2328,379
Prison,-208,129,222
Prison,-711,1222,127
Prison,-1175,-10,346
Prison,-1875,344,329
Prison,267,-107,433
Prison,357,-126,271
Prison,67,39,479
Prison,-4305,591,156
Prison,2294,3518,941
Prison,-816,594,597
Prison,4200,900,350
Prison,-1663,1144,563
Prison,-2452,2046,142
Prison,-1953,1960,126
Prison,-4085,1332,276
Prison,-1487,2177,343
Prison,-2402,2991,229
Prison,-2354,1739,975
Prison,-2576,2974,431
Prison,-2299,3024,329
Prison,-2137,1863,431
Prison,-2178,3108,192
Prison,-5636,1408,468
Prison,-1779,-717,176
Prison,209,3235,661
Prison,-2441,1505,193
Prison,234,-247,209
Prison,167,100,365
Prison,-4402,1855,217
Prison,108,417,347
Prison,1113,-362,669
Prison,1218,-56,642
Observatory,4932,1550,191
Observatory,-1519,445,351
Observatory,-1011,-1294,212
Observatory,6219,441,-428
Observatory,-2921,-1696,-353
Observatory,4286,935,-38
Observatory,2195,360,250
Observatory,4347,775,-31
Observatory,-4880,-2101,-28
Observatory,5282,-631,-452
Observatory,-2076,3054,647
Observatory,-1059,-2571,317
Observatory,6000,-211,-262
Observatory,-991,-2760,-306
Observatory,3309,235,-49
Observatory,-847,-2379,-313
Observatory,3849,650,251
Observatory,3279,927,120
Observatory,4080,933,40
Observatory,-2970,-1947,217
Observatory,-2191,2763,222
Observatory,-1887,2569,252
Observatory,-2116,2832,275
Observatory,-826,3673,940
Observatory,-984,3092,753
Observatory,-3063,3130,131
Observatory,-3046,2970,368
Observatory,-3952,327,301
Observatory,-892,-405,170
Observatory,6323,2161,-369
Observatory,1919,3754,16
Observatory,396,-2862,-468
Observatory,-4253,-2213,-284
Observatory,-1501,2770,545
Observatory,-196,3247,465
Observatory,-3770,-2637,-429
Observatory,4393,-1845,-113
Observatory,-5518,699,460
Observatory,5694,1720,-70
Observatory,-1740,-49,220
Observatory,-565,-1727,-280
Observatory,3158,-2246,327
Observatory,-1042,-2054,-280
Observatory,-473,-1884,-87
Observatory,-1107,-1865,-379
Observatory,871,-2922,47
Observatory,-501,-1228,-84
Observatory,1862,1285,192
Observatory,1928,137,415
Observatory,2458,-6,628
Observatory,2811,-2751,407
Observatory,2730,-1469,186
Observatory,-1594,446,191
Observatory,-3997,2759,268
Observatory,1145,171,129
Observatory,-4902,-2733,367
Observatory,-4639,-2896,-75
Observatory,2025,2961,12
Observatory,2160,-3929,-379
Observatory,2497,-3226,-421
Observatory,-1753,2591,379
Observatory,2638,-2124,230
Observatory,-4489,26,200
Observatory,-3210,456,177
Observatory,5172,-958,-210
Observatory,-3702,755,224
Observatory,-1032,-198,243
Observatory,-792,-839,260
Observatory,1977,280,130
Observatory,-4817,-3592,-364
Observatory,-4772,-2764,-51
Observatory,1436,-2718,-128
Observatory,892,-2423,106
Observatory,962,-1678,58
Observatory,-4129,-2228,-243
Observatory,3307,-2847,-288
Observatory,-3845,-2619,-282
Observatory,-2606,-188,328
Observatory,-2688,416,298
Observatory,-995,-2189,319
Observatory,3808,1846,-21
Observatory,-3050,-1899,-200
Observatory,-3910,59,178
Observatory,-4264,-215,130
Observatory,-3052,-37,148
Observatory,-3556,-58,220
Observatory,-2303,2731,200
Observatory,-360,-2425,180
Observatory,29,1679,489
Observatory,5768,-834,-426
Observatory,3851,1504,-74
Observatory,3074,1981,-68
Observatory,1581,1417,823
Observatory,4762,2324,83
Observatory,4732,1987,0
Observatory,3573,1078,36
Observatory,-530,3035,786
Observatory,-3371,-1360,232
Observatory,2246,2689,2
Observatory,5328,1990,170
Observatory,3899,1719,246
Observatory,5913,1897,-125
Observatory,2300,3100,116
Observatory,4777,1535,80
Observatory,-2567,577,340
Observatory,-6089,874,226
Observatory,-3489,-2137,-39
Observatory,1109,163,197
Observatory,-4380,-2198,-406
Observatory,741,-946,583
Observatory,-1035,-294,130
Observatory,1354,2346,5
Observatory,74,2249,156
Observatory,2180,266,151
Observatory,3351,227,279
Observatory,-133,-2,530
Observatory,-2345,-92,167
Observatory,-578,-40,-471
Observatory,5511,2257,76
Observatory,5331,-169,-298
Observatory,-829,2876,1094
Observatory,-207,2484,857
Observatory,2528,2351,83
Observatory,5644,-471,-424
Observatory,-769,3987,286
Observatory,4626,407,-56
Observatory,2866,-3043,-467
Observatory,-1815,3232,368
Observatory,5063,-1535,-243
Observatory,4921,401,-117
Observatory,4260,-2114,-368
Observatory,861,-1648,33
Observatory,423,-1493,665
Observatory,-2054,-1541,61
Observatory,-1392,-1954,155
Observatory,1212,2558,-52
Observatory,-5464,2336,280
Observatory,-6556,1526,266
Observatory,-3674,-2611,-364
Observatory,932,-2486,147
Observatory,-474,581,500
Observatory,2719,344,182
Observatory,-1403,1343,401
Observatory,818,259,445
Observatory,4329,1957,-48
Observatory,-641,4220,206
Observatory,1924,3748,177
Observatory,778,-139,541
Observatory,1294,-154,172
Observatory,1564,1571,192
Observatory,2109,566,187
Observatory,1913,1509,320
Observatory,-1669,166,206
Observatory,1479,2621,-48
Observatory,-2418,-2677,-293
Observatory,3887,1784,-30
Observatory,2668,321,207
Observatory,5900,1454,-67
Observatory,4685,1366,208
Observatory,5701,-985,-438
Observatory,4550,1696,44
Observatory,-1229,1787,608
Observatory,-4321,-2564,201
Observatory,-3081,-2074,452
Observatory,-2373,-1732,-172
Observatory,-2266,-1757,-55
Observatory,-669,1106,865
Observatory,650,291,142
Observatory,1427,968,928
Stadium,2135,2342,-1455
Stadium,5969,-624,-412
Stadium,2745,1235,-1991
Stadium,4228,452,-1055
Stadium,3690,3214,-2003
Stadium,4135,1446,-438
Stadium,6250,2525,231
Stadium,3443,1532,917
Stadium,3663,2327,-585
Stadium,3362,3354,807
Stadium,8481,2226,1094
Stadium,5209,-1722,-1550
Stadium,4922,2548,-142
Stadium,3612,2727,1843
Stadium,4154,2245,-322
Stadium,4400,3008,1989
Stadium,2424,2312,-235
Stadium,3429,3000,-2006
Stadium,3488,3607,-192
Stadium,1363,2705,881
Stadium,2276,3197,1804
Stadium,2548,2405,2205
Stadium,2313,1960,1265
Stadium,1376,1580,1981
Stadium,1293,1775,372
Stadium,4433,-496,1695
Stadium,3009,1116,-434
Stadium,2008,2189,3680
Stadium,5854,-77,-959
Stadium,5134,3681,676
Stadium,1761,3618,2128
Stadium,4439,-554,-20
Stadium,2597,149,-21
Stadium,5030,548,2652
Stadium,2525,1563,1436
Stadium,4447,2281,-746
Stadium,1347,1154,157
Stadium,4659,1257,-1278
Stadium,574,2789,-36
Stadium,1240,94,-368
Stadium,1942,-1556,-1050
Stadium,2806,159,-2070
Stadium,1623,-267,2656
Stadium,3416,-962,-1604
Stadium,2345,-399,2581
Stadium,4570,111,-3021
Stadium,4283,-788,725
Stadium,6871,1631,3193
Stadium,5797,1072,1833
Stadium,2642,618,238
Stadium,3980,-1166,651
Stadium,3189,2339,-97
Stadium,2462,1304,576
Stadium,4165,-212,-812
Stadium,2952,-545,51
Stadium,3705,-1195,-604
Stadium,4366,822,1649
Stadium,5463,-593,2006
Stadium,3956,191,1129
Stadium,4143,-410,855
Stadium,6443,1924,1129
Stadium,4940,-1612,2186
Stadium,5256,-944,-428
Stadium,4137,-373,1866
Stadium,4377,718,1001
Stadium,4335,-721,701
Stadium,5213,-424,2110
